Database,Item Type,Publication Year,Title,Venue,Venue Rank,Abstract,Keywords,Found In Group1,Found In Group2,Duplicate
IEEE,conferencePaper,2024,Pipelining Processors for Decomposing Character Animation,VR - International Symposium Virtual Reality,A*,"This paper presents an openly available implementation of a modular pipeline architecture for character animation. It effectively decomposes frequently necessary processing steps into dedicated character processors, such as copying data from various motion sources, applying inverse kinematics, or scaling the character. Processors can easily be parameterized, extended (e.g., with AI), and freely arranged or even duplicated in any order necessary, greatly reducing side effects and fostering fine-tuning, maintenance, and reusability of the complex interplay of real-time animation steps.",Agents; Avatars; Embodiment; Extended Reality.; Humanoid Characters; Open-Source; Virtual Humans; Virtual Reality,Keywords,True,
IEEE,conferencePaper,2024,Study of inpainting based on generative AI for noise-canceling HMDs,VR - International Symposium Virtual Reality,A*,"Entering a small space such as an elevator or a crowded train with a stranger can cause discomfort and suffocation. This is because the stranger is invading the individual’s personal space. However, it is difficult to maintain an appropriate interpersonal distance from others at all times in various situations. Therefore, a noise-canceling HMD [2][3] that uses AR to change the size of the person in the field of vision has been proposed as a means of reducing noise such as discomfort caused by inappropriate interpersonal distance. In this paper, we propose an improvement method using generative AI for background completion in noise-canceling HMDs.",Augmented Reality; Noise-canceling HMD,Keywords,True,
IEEE,conferencePaper,2024,A Comparison between Vibrotactile Error-correction Feedback on Upper and Lower Body in the VR Snowboard Balancing Task,VR - International Symposium Virtual Reality,A*,"This study investigated the effect of vibrotactile stimulus location on the balancing task in virtual reality (VR). Using a virtual snowboarding system with wearable haptic devices, we conducted a between-subject user study comparing the effectiveness of two different body locations–upper body (UB; torso vibrations) and lower body (LB; ankle vibrations). The real-time vibrotactile balance-correction feedback was generated by the Center of Pressure (CoP) calculated from the sensor array on insoles. The initial results showed that UB feedback is better than LB to improve users’ balance ability.",balancing; center-of-pressure; Vibrotactile wearables; virtual reality,Abstract_Keywords,True,
IEEE,conferencePaper,2024,The MASTER XR Platform for Robotics Training in Manufacturing,VR - International Symposium Virtual Reality,A*,"The MASTER project introduces an open Extended Reality (XR) platform designed to enhance human-robot collaboration and train workers in robotics within manufacturing settings. It includes modules for creating safe workspaces, intuitive robot programming, and user-friendly human-robot interactions (HRI), including eye-tracking technologies. The development of the platform is supported by two open calls targeting technical SMEs and educational institutes to enhance and test its functionalities. By employing the learning-by-doing methodology and integrating effective teaching principles, the MASTER platform aims to provide a comprehensive learning environment, preparing students and professionals for the complexities of flexible and collaborative manufacturing settings.",Extended Reality (XR); Eye Tracking; Human-Robot Collaboration; Industry 4.0; Manufacturing; Robotics; Worker Training,Abstract_Keywords,True,
IEEE,conferencePaper,2024,VR4UrbanDev: An Immersive Virtual Reality Experience for Energy Data Visualization,VR - International Symposium Virtual Reality,A*,"In this demonstration paper, we present our interactive virtual reality (VR) experience, which has been designed to facilitate interaction with energy-related information. This experience consists of two main modes: the world in miniature for large-scale and first-person for real-world scale visualizations. Additionally, we presented our approach to potential target groups in interviews. The results of these interviews can help developers for future implementation considering the requirements of each group.",Building Information Modeling; Data Visualization; Virtual Reality,Title_Abstract_Keywords,True,
IEEE,conferencePaper,2024,UXR-kit: An Ideation Kit and Method for Collaborative and User-Centered Design about Extended Reality systems.,VR - International Symposium Virtual Reality,A*,"Emerging kits and methods about Extended Reality (XR) systems are mainly centered on the prototyping phase. The ideation phase, which comes before prototyping, is currently still under-explored. In this work, we propose UXR-kit: a toolkit and a method for the co-design of ideas for XR systems. UXR-kit is based on an approach inspired by design studios and generative techniques and highlights the specificities of XR systems. Results from an experimental study suggest that UXR-kit allows the emergence of ideas for XR designs through both World-In-Miniature representations and first-person representations at scale 1:1.",Design toolkit; Extended Reality; Ideation; Mixed Reality,Title_Abstract_Keywords,True,
IEEE,conferencePaper,2024,Cultural Windows: Towards Immersive Journeys into Global Living Spaces,VR - International Symposium Virtual Reality,A*,"“Cultural Windows” is a research initiative aimed at enhancing cross-cultural understanding through immersive extended reality (XR) experiences. The project deploys AR and VR platforms to allow users to explore diverse living spaces, bridging the gap between preconceived notions and the actual appearance of these spaces. By using 3D scanning to create accurate models of culturally significant objects and integrating them into immersive systems, the project provides insights into the use of immersive technologies in cultural education, promoting engagement with global living designs.",Cross-Cultural Visualization; Cultural Awareness in Design; Extended Reality (XR),Abstract_Keywords,True,
IEEE,conferencePaper,2024,A Volumetric Video Application to Enhance Museum Experiences,VR - International Symposium Virtual Reality,A*,"Volumetric video (VV) is an emerging 3D format that allows the integration of real people into XR (extended reality) applications. Recent cost-effective AI-based methods have enabled VV capture using single handheld cameras or mobile phones. This study addresses the quality, integration, and acceptance of AI-based VV content creation in an augmented reality (AR) application designed to enhance museum experiences. The main result reveals that, although the current VV quality is lower than professional standards, users still find significant added value and enjoy its immersive experience.",,Abstract,True,
IEEE,conferencePaper,2024,Effectiveness of Adaptive Difficulty Settings on Self-efficacy in VR Exercise,VR - International Symposium Virtual Reality,A*,"The difficulty is a fundamental factor of the user’s motivation and engagement in some tasks. Dynamic difficulty adjustment (DDA) systems provide users with an optimal level of challenge. Previously, some studies developed a DDA system that can set the task’s difficulty to any level. However, these studies lack the investigation of the influence of the difficulty levels on the psychological aspect. For this purpose, we consider a difficulty setting that consists of stepwise difficulty levels (e.g., hard, normal, and easy) set to adapt to each user’s skill and evaluate it using self-efficacy. In the experiment, we employ a Kendama task in a VR space where the difficulty level can be easily adjusted. The result shows that the difficulty levels in our method can be set according to the user’s skill. Moreover, we experimentally clarify a strong correlation between successful experiences in imagination and the enhancement of self-efficacy in the difficulty setting, which means that adapting difficulty levels to the user’s skill has the potential to enhance self-efficacy effectively.",Difficulty adjustment; Self-efficacy; User experience; Virtual reality,Keywords,True,
IEEE,conferencePaper,2024,Investigation of Simulator Sickness in Walking with Multiple Locomotion Technologies in Virtual Reality,VR - International Symposium Virtual Reality,A*,"With the increasing development of Virtual Reality, locomotion has become an essential component of interaction in VR. Currently, various locomotion technologies have been developed to provide users with a natural walking experience in virtual environments. However, the multiple walking techniques impact users’ walking experience in different ways. Simulator sickness is a common issue in VR experiences. Since different walking methods may influence simulator sickness differently, we conducted a user study to evaluate simulator sickness in walking with three relevant walking methods: real walking, arm-swing, and omnidirectional treadmill, and the results indicated that these three walking methods caused different levels of simulator sickness, and people perceived stronger sickness when they walked on the omnidirectional treadmill.",Locomotion Technologies; Natural Walking Techniques; Simulator Sickness; Virtual Reality,Title_Abstract_Keywords,True,
IEEE,conferencePaper,2024,Exploring an XR Indoor Navigation System for Remote Collaboration,VR - International Symposium Virtual Reality,A*,"While collaboration in shared extended reality spaces has been extensively explored, larger environments like entire floors or buildings have garnered less attention. To address this gap, spatial navigation and collaboration across realities must be made possible so that users can find each other and foster shared spatial understanding independent from reality. Current developments target either navigation or collaboration but lack the combination. In this poster, we present an extended reality remote collaboration system using an augmented reality (AR) based indoor navigation for on-site and a Building Information Model (BIM) of the physical environment Virtual Reality (VR) system for remote users. We conducted a user study with ten participants (five pairs) to gather initial insights into the system’s usability and preferences for collaborative tools. The results offer initial insights into creating shared spatial understanding across realities. Our work contributes to a collaborative XR navigation system for extensive shared spaces.",AR; indoor navigation; remote; VR; XR collaboration,Abstract,True,
IEEE,conferencePaper,2024,Wheel-Based Attachable Footwear for VR: Challenges and Opportunities in Seated Walking-in-Place Locomotion,VR - International Symposium Virtual Reality,A*,"This poster explores the potential of Cybershoes, a foot-based consumer input device, used with a swivel chair to enable seated walking-in-place (WIP) locomotion in virtual reality (VR). Through a qualitative study with 12 participants, we investigated the effects of Cybershoes on user comfort, presence, motion sickness, and overall experience during various sightseeing tasks. Our findings reveal both opportunities and challenges for Cybershoes as a seated-WIP solution. Participants perceived Cybershoes as more natural for navigation compared to handheld controllers, with most reporting reduced motion sickness. However, challenges included perceived slower movement speed, ergonomic issues, and limited action detection. Our work also highlights Cybershoes’ potential beyond gaming, including applications in exercise, professional training, remote work, and accessibility.",input.; locomotion; seated walking; shoes; virtual travel; VR; wheel,Abstract,True,
IEEE,conferencePaper,2024,White Lies in Virtual Reality: Impact on Enjoyment and Fatigue,VR - International Symposium Virtual Reality,A*,"This study examined the impact of a ""white lie"" designed to boost motivation during virtual reality exercise on enjoyment and mental fatigue. Participants engaged in a ball-throwing or ball-targeting task and were randomly assigned to groups with or without the white lie. Results indicated that both groups experienced similar levels of enjoyment and fatigue, suggesting the white lie had minimal effect on these factors. All participants, regardless of group, reported high levels of enjoyment, with 17 out of 18 indicating they had fun, no significant differences in mental fatigue were found between groups while participants generally favored the white lie. However, the positive experience across all participants highlights the potential of Virtual Reality for promoting exercise engagement.",Enjoyment; Fatigue; Virtual Reality; White Lies,Title_Abstract_Keywords,True,
IEEE,conferencePaper,2024,Dynamic Difficulty Adjustment in Virtual Reality Exergaming to Regulate Exertion Levels via Heart Rate Monitoring,VR - International Symposium Virtual Reality,A*,"By regulating exertion levels, Dynamic difficulty adjustment (DDA) has the potential to enhance user experience and optimize exercise in Virtual Reality (VR) exergames. This pilot study assesses the effectiveness of adjusting the difficulty of gameplay challenges based on heart rate (HR) data to control the intensity of physical activity in VR exergaming. Observational results from 13 participants indicate that the HR-based DDA more effectively maintained target heart rate zones compared to randomized adjustments. Improved perceived exertion, and increased enjoyment underlines the potential of this approach for VR-based exercise and rehabilitation programs.",dynamic difficulty adjustment; heart rate; virtual reality exergames,Title_Abstract_Keywords,True,
IEEE,conferencePaper,2024,Rendering diffraction Phenomena on rough surfaces in Virtual Reality,VR - International Symposium Virtual Reality,A*,"Wave-optical phenomena, such as diffraction, significantly impact the visual appearance of surfaces. Despite their importance, wave-optical reflection models are rare and computationally expensive. Recently, we presented a real-time model that accounts for diffraction-induced color shifts and speckle. Given that diffraction phenomena are highly dependent on illumination and viewing directions, as well as stereoscopic vision, we developed a VR demo to evaluate the new model. This demo shows the substantial impact of diffraction on the appearance of rough surfaces, particularly in stereoscopic viewing.",Diffraction; Modeling; Predictive Rendering; Virtual Reality,Title_Keywords,True,
IEEE,conferencePaper,2024,Supporting Wildfire Evacuation Preparedness through a Virtual Reality Simulation,VR - International Symposium Virtual Reality,A*,This demo presents a virtual reality simulation of a wildfire evacuation. Players are tasked with going through a home environment and collecting items they believe they would need and want to take if they were under an evacuation notice. The experience is playable on the Meta Quest 2 headset.,Evacuation; Training; Virtual Reality; Wildfires,Title_Abstract_Keywords,True,
IEEE,conferencePaper,2024,Row your boat in VR and solve thinking exercises on the way: The Brain-Row Challenge,VR - International Symposium Virtual Reality,A*,"In this demo, we showcase Brain-Row Challenge. Brain-Row Challenge is a research prototype for dual-task training in Virtual Reality (VR). Dual-task training combines a mental and a physical task. This training is relevant in neurodegenerative diseases, especially in Parkinson’s disease. The user is rowing with a Concept 2 ergometer over a Nordic lake, must follow a marked route and answers multiple-choice questions by rowing through gates. Steering is done with an inertial measurement unit that is attached to the handlebar. The VR experience can also be compared to a less immersive representation of the rowing course on a TV screen.",Dual Tasking; Ergometers; Excer Game; Medical Application,Abstract,True,
IEEE,conferencePaper,2024,ChronoShore: Diegetic Temporal Exploration in a Simulated Virtual Coast Environment,VR - International Symposium Virtual Reality,A*,"This paper introduces ChronoShore, an immersive virtual reality (VR) experience designed to explore diegetic time manipulation mechanics within a semi-realistic coastal environment. Traditional 2D video scrubbing methods fall short in immersive settings, particularly for understanding time-bound processes such as simulations of geology or biology. ChronoShore addresses this by allowing users to interact with celestial bodies to dynamically control and experience the passage of time, currently showcasing different weather events and atmospheric phenomena.",simulation; Time manipulation; virtual reality,Abstract_Keywords,True,
IEEE,conferencePaper,2024,Hands-On Plant Root System Reconstruction in Virtual Reality,VR - International Symposium Virtual Reality,A*,"VRoot is an immersive extended reality reconstruction tool for root system architectures from 3D volumetric scans of soil columns. We have conducted a laboratory user study to assess the performance of new users with our software in comparison to established software. We utilize a plant model to derive a synthetic root architecture, providing a baseline for reconstruction. This demo showcases the processes and techniques contributing to exact and efficient manual root architecture reconstruction in Virtual Reality. The extraction task typically is the sparse graph-structure extraction from a 3D magnetic-resonance imaging (MRI) data set. We visualize the RSA directly within the MRI and offer selection-set-based methods of adapting and augmenting the root architecture. This application is in productive use at our partner institute, where it is used to analyze complex root images.",3D imaging; root reconstruction; virtual reality,Title_Abstract_Keywords,True,
IEEE,conferencePaper,2024,Off-The-Shelf: Exploring 3D Arrangements of See-Through Masks to Switch between Virtual Environments,VR - International Symposium Virtual Reality,A*,"This demo explores prioritization techniques to arrange see-through masks in virtual reality (VR). The oval masks show live previews of different virtual environments (VEs) and allow for seamless teleportation into a corresponding VE by putting the mask on the face. Each environment includes a mini-game (e.g., basketball and archery) in which the user has to perform a small task. The arrangement of the masks changes depending on a calculated rating, which considers the time since the game was last played and the game score. We envision this system to help users to multitask in VR. For example, to control multiple characters in VR games, to experience multi-strand (nonlinear) narratives, and to supervise semi-autonomous agents in different VEs.",Mask; Multiverse; Transitions; Virtual Reality,Abstract_Keywords,True,
IEEE,conferencePaper,2024,EcoDive: Enhancing Presence and Ambient Environmental Awareness in a Virtual Reality Experience for Underwater Marine Debris Collection,VR - International Symposium Virtual Reality,A*,"This paper presents a VR-based serious game. The game aims to raise awareness about ocean pollution by immersing players in a virtual underwater world where they collect trash to prevent coral bleaching and save marine life. Despite their efforts, players inevitably face game over, highlighting the futility of merely collecting trash and underscoring the need to prevent waste from entering oceans. The game uses various diegetic feedback mechanisms and enhanced user presence features to deepen emotional engagement and promote pro-environmental behavior.",Coral Bleaching; Diegetic Feedback; Environmental Awareness; Environmental Education; Marine Conservation; Ocean Pollution; Pro-Environmental Behavior; Serious Game; Virtual Reality (VR),Title_Keywords,True,
IEEE,conferencePaper,2024,GazeLock: Gaze- and Lock Pattern-Based Authentication,VR - International Symposium Virtual Reality,A*,"Password entry is common authentication approach in Extended Reality (XR) applications for its simplicity and familiarity, but it faces challenges in public and dynamic environments due to its cumbersome nature and susceptibility to observation attacks. Manual password input can be disruptive and prone to theft through shoulder surfing or surveillance. While alternative knowledge-based approaches exist, they often require complex physical gestures and are impractical for frequent public use. We present GazeLock, an eye-tracking and lock pattern-based authentication method. This method aims to provide an easy-to-learn and efficient alternative by leveraging familiar lock patterns operated through gaze. It ensures resilience to external observation, as physical interaction is unnecessary and eyes are obscured by the headset. Its hands-free, discreet nature makes it suitable for secure public use. We demonstrate this method by simulating the unlocking of a smart lock via an XR headset, showcasing its potential applications and benefits in real-world scenarios.",Authentication; Extended Reality (XR); Eye Tracking; Gaze-based Interaction,Abstract_Keywords,True,
IEEE,conferencePaper,2024,Us Xtended - Tracking and Sensing through Embedded and Embodied Design in Virtual Reality,VR - International Symposium Virtual Reality,A*,"This short paper presents an embodied and embedded design method via biometric data tracking on the example of the virtual reality prototype Us Xtended. Users are taken through different immersive worlds and their task is to manipulate the environments via a certain type of physiological interaction (i.e. heart rate, gaze, voice, cognitive load). By employing biofeedback, the system tailors the immersive environment via audiovisual and haptic stimuli to user’s psycho-physiological responses and reflects them on its scale which is part of the virtual environment. By recording their voice, users can self-assess their own affects. In the finale, users stand in a pastiche-like world filled with different artifacts of psycho-physiological evaluations they co-created with the biofeedback system throughout their journey.",affect; biometrics; embedded and embodied design; psycho-physiology; self-quantification; virtual reality,Title_Abstract_Keywords,True,
IEEE,conferencePaper,2024,Make America Great Again and Again: How to Adapt Interactive Installation Art for Virtual Reality,VR - International Symposium Virtual Reality,A*,"Make America Great Again and Again features a large, fluttering American flag accompanied by the Star-Spangled Banner, with sixty small screens displaying one-minute video clips in sequence. This one-hour loop continues until participants upload their own videos, transforming the flag into a collage of visitor selfies. By providing a public sphere for local visitors, this interactive art project encourages them to share their opinions on this controversial issue. To capture global perspectives on the topic, the project was adapted into a virtual reality environment using the metaverse platform Styly. This paper outlines the process of converting the installation into virtual reality artwork.",Installation art; Interactive art; VR conversion,Title_Abstract,True,
IEEE,conferencePaper,2024,Real-Time Scent Prediction and Release for Video Games,VR - International Symposium Virtual Reality,A*,"This demo explores the use of computer vision technologies for the integration of scent in video games and interactive applications. We present an extendable system that is domain-independent and allows for customization and debugging based on the targeted game. Using Minecraft as a case study, we optimized the system configuration and evaluated its performance. Our aim is to advance the exploration of scent integration in gaming and inspire future designs for olfactory experiences.",Computer Vision; Scent Integration; Virtual Reality,Keywords,True,
IEEE,conferencePaper,2024,ICELab Demo: an industrial digital-twin and simulator in VR,VR - International Symposium Virtual Reality,A*,"In this demo we present an application featuring the integration of Virtual Reality (VR) technologies with the demonstration laboratory (ICELab) built around Industry 4.0/5.0 concepts. In particular, we showcase a digital twin of the real laboratory that allows the user to explore its environment in VR and interact with the different machinery to obtain several data and information.",Computer Graphics; Cyber-Physical Factory; Digital Twin,Abstract,True,
IEEE,conferencePaper,2024,"Travel Speed, Spatial Awareness, And Implications for Egocentric Target-Selection-Based Teleportation - A Replication Design",VR - International Symposium Virtual Reality,A*,"Virtual travel in Virtual Reality experiences is common, offering users the ability to explore expansive virtual spaces. Various interfaces exist for virtual travel, with speed playing a crucial role in user experience and spatial awareness. Teleportation-based interfaces provide instantaneous transitions, whereas continuous and semi-continuous methods vary in speed and control. Prior research by Bowman et al. highlighted the impact of travel speed on spatial awareness demonstrating that instantaneous travel can lead to user disorientation. However, additional cues, such as visual target selection, can aid in reorientation. This study replicates and extends Bowman’s experiment, investigating the influence of travel speed and visual target cues on spatial orientation.",,Abstract,True,
IEEE,conferencePaper,2024,Walking &gt; Walking-in-Place &gt; Flying/Steering &gt; Teleportation? Designing Locomotion Research for Replication and Extension,VR - International Symposium Virtual Reality,A*,"In this abstract, we discuss the demand for replication and extension efforts related to two seminal studies focused on virtual reality (VR) locomotion interfaces, initially centered around a VR implementation of the Visual Cliff, often referred to as Virtual Pit. The original experiments by Slater et al. (1995) and Usoh et al. (1999) compared different locomotion methods, including Real Walking, Walking-in-Place, and Flying/Steering, with a focus on presence and ease of use. We discuss the importance of these studies for the field, motivate replication efforts focused on these studies, discuss potential confounding factors, and present considerations for a concerted effort to reproduce the findings with state-of-the-art VR systems and measures, extensions to locomotion methods like Teleportation, and means to support future replications and extensions.",locomotion; presence; replication; steering; teleportation; user study; Virtual reality; walking,Abstract_Keywords,True,
IEEE,conferencePaper,2024,Fade-to-Black Duration in Egocentric Target-Selection-Based Teleport - A Replication Design,VR - International Symposium Virtual Reality,A*,"Fade-to-black animations are a commonly used technique to visualize transitions during teleportation. However, their duration varies across different implementations and has not been extensively researched. This abstract details a study design to understand how the level of environmental detail affects the preferred duration of fade-to-black animations. We propose a within-subject study, comparing participants’ preferred duration across three virtual environments with varying levels of detail. We discuss improvements to the task design of an existing study. Other than the level of environmental detail, we motivate research into the effects of different tasks (i.e. hurried or calm) on the preferred duration.",locomotion; replication; teleportation; transitions; user study; Virtual reality,Keywords,True,
IEEE,conferencePaper,2024,Generative Multi-Modal Artificial Intelligence for Dynamic Real-Time Context-Aware Content Creation in Augmented Reality,VR - International Symposium Virtual Reality,A*,"We introduce a framework that uses generative Artificial Intelligence (AI) for dynamic and context-aware content creation in Augmented Reality (AR). By integrating Vision Language Models (VLMs), our system detects and understands the physical space around the user, recommending contextually relevant objects. These objects are transformed into 3D models using a text-to-3D generative AI techniques, allowing for real-time content inclusion within the AR space. This approach enhances user experience by enabling intuitive customization through spoken commands, while reducing costs and improving accessibility to advanced AR interactions. The framework’s vision and language capabilities support the generation of comprehensive and context-specific 3D objects.",3D object generation; Augmented reality; generative AI; vision language models,Title_Abstract_Keywords,True,
Scopus,conferencePaper,2024,A Generative Framework for Low-Cost Result Validation of Machine Learning-as-a-Service Inference,AsiaCCS - Asia Conference on Computer and Communications Security,A,"The growing popularity of Machine Learning (ML) has led to its deployment in various sensitive domains, which has resulted in significant research focused on ML security and privacy. However, in some applications, such as Augmented/Virtual Reality, integrity verification of the outsourced ML tasks is more critical-a facet that has not received much attention. Existing solutions, such as multi-party computation and proof-based systems, impose significant computation overhead, which makes them unfit for real-time applications. We propose Fides, a novel framework for real-time integrity validation of ML-as-a-Service (MLaaS) inference. Fides features a novel and efficient distillation technique-Greedy Distillation Transfer Learning-that dynamically distills and fine-tunes a space and compute-efficient verification model for verifying the corresponding service model while running inside a trusted execution environment. Fides features a client-side attack detection model that uses statistical analysis and divergence measurements to identify, with a high likelihood, if the service model is under attack. Fides also offers a re-classification functionality that predicts the original class whenever an attack is identified. We devised a generative adversarial network framework for training the attack detection and re-classification models. The evaluation shows that Fides achieves an accuracy of up to 98% for attack detection and 94% for re-classification.",edge computing; machine learning as a service; result verification; trusted execution environment; verifiable computing,Abstract,True,
Scopus,conferencePaper,2024,SoK: Data Privacy in Virtual Reality,PETS - International Symposium on Privacy Enhancing Technologies,A,"The adoption of virtual reality (VR) technologies has rapidly gained momentum in recent years as companies around the world begin to position the so-called “metaverse” as the next major medium for accessing and interacting with the internet. While consumers have become accustomed to a degree of data harvesting on the web, the real-time nature of data sharing in the metaverse indicates that privacy concerns are likely to be even more prevalent in the new “Web 3.0.” Research into VR privacy has demonstrated that a plethora of sensitive personal information is observable by various would-be adversaries from just a few minutes of telemetry data. On the other hand, we have yet to see VR parallels for many privacy-preserving tools aimed at mitigating threats on conventional platforms. This paper aims to systematize knowledge on the landscape of VR privacy threats and countermeasures by proposing a comprehensive taxonomy of data attributes, protections, and adversaries based on the study of 74 collected publications. We complement our qualitative discussion with a statistical analysis of the risk associated with various data sources inherent to VR in consideration of the known attacks and defenses. By focusing on highlighting the clear outstanding opportunities, we hope to motivate and guide further research into this increasingly important field.",,Title_Abstract,True,
Scopus,journalPaper,2024,<italic>xr-droid</italic>: A Benchmark Dataset for AR/VR and Security Applications,TODSC -Transactions on Dependable and Secure Computing,A,"The development of metaverses and virtual worlds on various platforms, including mobile devices, has led to the growth of applications in virtual reality (VR) and augmented reality (AR) in recent years. This application growth is paralleled by a growth of interest in analyzing and understanding AR/VR applications from security and performance standpoints. Despite this growing interest, benchmark datasets are lacking to facilitate this research pursuit. In this paper, we collect a dataset that consists of 408 diverse AR/VR applications from the Google Play Store and acquire various data modalities associated with those applications standardized in the form of seven features: control flow graphs, strings, functions, permissions, API calls, hexdump, and metadata. We highlight various research endeavors (applications) that can benefit from our dataset for each data modality. IEEE",Android; AR; Benchmark testing; Dataset; Hardware; Internet; Operating systems; Security; Security Applications; Solid modeling; Three-dimensional displays; VR,Abstract,True,
Scopus,journalPaper,2024,Time to Think the Security of WiFi-Based Behavior Recognition Systems,TODSC -Transactions on Dependable and Secure Computing,A,"Behavior recognition plays an essential role in numerous behavior-driven applications (e.g., virtual reality and smart home) and even in the security-critical applications (e.g., security surveillance and elder healthcare). Recently, WiFi-based behavior recognition (WBR) technique stands out among many behavior recognition techniques due to its advantages of being non-intrusive, device-free, and ubiquitous. However, existing WBR research mainly focuses on improving the recognition precision, while rarely studying the security aspects. In this article, we reveal that WBR systems are vulnerable to manipulating physical signals. For instance, our observation shows that WiFi signals can be changed by jamming signals. By exploiting the vulnerability, we propose two approaches to generate physically online adversarial samples to perform untargeted attack and targeted attack, respectively. The effectiveness of these attacks are extensively evaluated over four real-world WBR systems. The experiment results show that our attack approaches can achieve 80% and 60% success rates for untargeted attack and targeted attack in physical world, respectively. We also show that our attack approaches can be generalized to other WiFi-based sensing applications, such as user authentication.  © 2004-2012 IEEE.",Adversarial sample; behavior recognition; genetic algorithm; WiFi,Abstract,True,
Scopus,journalPaper,2024,Dangers Behind Charging VR Devices: Hidden Side Channel Attacks via Charging Cables,TOIFS - Transactions on Information Forensics and Security,A,"Virtual reality (VR), offering 3D visuals and stereophonic sounds, significantly enhances users' immersive experiences and has become a milestone in the era of the metaverse. However, due to the limited battery capacity of VR devices, it is common for users to rely on charging cables, which serve the dual purpose of power supply and audio output, to recharge their VR devices while in use. In this study, we propose an inconspicuous and stealthy side channel attack, coined as LineTalker, which can unveil visual-related and audio-related activities from VR devices during the charging process. The insight behind LineTalker is rooted in the observation that visual-related activities (e.g., 3D image rendering) are power-intensive and result in fluctuations in the current strength of the cable's power supply line, which can be leveraged as side channel information. Similarly, audio-related activities (e.g., playing music) leave traces on the cable's audio output line. Rather than providing a user with a compromised charging cable (i.e., embedding a current sensor) to measure the current strength, to make the attack less conspicuous, LineTalker employs the Hall effect to indirectly access side channel information. This is achieved by capturing magnetic signals using a Hall sensor placed near the target cable in a contactless manner. Experimental results demonstrate that LineTalker achieves an overall accuracy of 94.60% and 64.38% in inferring user activities in VR devices with intrusive and non-intrusive attack manners, respectively.  © 2005-2012 IEEE.",charging cable; non-intrusive attack; privacy inference; side channel attack; Virtual reality,Abstract_Keywords,True,
Scopus,journalPaper,2024,An Anti-Disguise Authentication System Using the First Impression of Avatar in Metaverse,TOIFS - Transactions on Information Forensics and Security,A,"Metaverse is a vast virtual world parallel to the physical world, where the user acts as an avatar to enjoy various services that break through the temporal and spatial limitations of the physical world. Metaverse allows users to create arbitrary digital appearances as their own avatars by which an adversary may disguise his/her avatar to fraud others. In this paper, we propose an anti-disguise authentication method that draws on the idea of the first impression from the physical world to recognize an old friend. Specifically, the first meeting scenario in the metaverse is stored and recalled to help the authentication between avatars. To prevent the adversary from replacing and forging the first impression, we construct a chameleon-based signcryption mechanism and design a ciphertext authentication protocol to ensure the public verifiability of encrypted identities. The security analysis shows that the proposed signcryption mechanism meets not only the security requirement but also the public verifiability. Besides, the ciphertext authentication protocol has the capability of defending against the replacing and forging attacks on the first impression. Extensive experiments show that the proposed avatar authentication system is able to achieve anti-disguise authentication at a low storage consumption on the blockchain.  © 2005-2012 IEEE.",anti-disguise; authentication; avatar; Metaverse,Title_Abstract_Keywords,True,
Scopus,journalPaper,2024,Inclusion of individuals with autism spectrum disorder in Software Engineering,IST - Information and Software Technology,A,"Context: Software Engineering is dedicated to the systematic and efficient development of software, which necessitates the active participation of all team members and a recognition of their unique skills and abilities, including those with autism spectrum disorders (ASD). The inclusion of individuals with ASD presents new perspectives, yet there is a lack of systematic evidence regarding the primary obstacles and potential benefits associated with their inclusion. Objective: This paper aims to identify, characterize, and describe barriers, facilitators, and methodological proposals described by the community to include individuals with ASD in the discipline of Software Engineering. Methods: We conducted a comprehensive systematic multivocal mapping study to evaluate the existing evidence on the inclusion of individuals with ASD in Software Engineering. Results: We obtained 34 primary studies from which we identified the main facilitators of motivation to learn new skills, attention to detail, and the ability to report and visualize patterns. In contrast, the main barriers detected were communication, a lack of neurodivergent computational thinking, and sensory integration. Additionally, we identified and classified four categories of proposals that allowed the inclusion of individuals with ASD: (i) using virtual reality, (ii) creating more inclusive workspaces, (iii) encouraging neurodivergent computational thinking, and (iv) improving social skills. Conclusions: This study identifies the principal elements that ought to be taken into consideration when allocating tasks and roles to individuals with ASD in software development. © 2024 Elsevier B.V.",Autism spectrum disorders; Software engineering; Systematic multivocal mapping study,Abstract,True,
