Database,Item Type,Publication Year,Title,Venue,Venue Rank,Abstract,Keywords,Found In Group1,Found In Group2,Duplicate
Scopus,journalPaper,2024,Privacy-Preserving Gaze Data Streaming in Immersive Interactive Virtual Reality: Robustness and User Experience,TVCG - Transactions on Visualization and Computer Graphics,A,"Eye tracking is routinely being incorporated into virtual reality (VR) systems. Prior research has shown that eye tracking data, if exposed, can be used for re-identification attacks [14]. The state of our knowledge about currently existing privacy mechanisms is limited to privacy-utility trade-off curves based on data-centric metrics of utility, such as prediction error, and black-box threat models. We propose that for interactive VR applications, it is essential to consider user-centric notions of utility and a variety of threat models. We develop a methodology to evaluate real-time privacy mechanisms for interactive VR applications that incorporate subjective user experience and task performance metrics. We evaluate selected privacy mechanisms using this methodology and find that re-identification accuracy can be decreased to as low as 14% while maintaining a high usability score and reasonable task performance. Finally, we elucidate three threat scenarios (black-box, black-box with exemplars, and white-box) and assess how well the different privacy mechanisms hold up to these adversarial scenarios. This work advances the state of the art in VR privacy by providing a methodology for end-to-end assessment of the risk of re-identification attacks and potential mitigating solutions. f  © 1995-2012 IEEE.",eye tracking; privacy; Virtual reality,Title_Abstract_Keywords,Title_Abstract_Keywords,
Scopus,journalPaper,2024,"Berkeley Open Extended Reality Recordings 2023 (BOXRR-23): 4.7 Million Motion Capture Recordings from 105,000 XR Users",TVCG - Transactions on Visualization and Computer Graphics,A,"Extended reality (XR) devices such as the Meta Quest and Apple Vision Pro have seen a recent surge in attention, with motion tracking atelemetrya data lying at the core of nearly all XR and metaverse experiences. Researchers are just beginning to understand the implications of this data for security, privacy, usability, and more, but currently lack large-scale human motion datasets to study. The BOXRR-23 dataset contains 4,717,215 motion capture recordings, voluntarily submitted by 105,852 XR device users from over 50 countries. BOXRR-23 is over 200 times larger than the largest existing motion capture research dataset and uses a new, highly efficient and purpose-built XR Open Recording (XROR) file format. © 1995-2012 IEEE.",big data; Dataset; extended reality; motion capture; virtual reality,Title_Abstract_Keywords,Abstract,
Scopus,journalPaper,2024,Analysis and Design of Efficient Authentication Techniques for Password Entry with the Qwerty Keyboard for VR Environments,TVCG - Transactions on Visualization and Computer Graphics,A,"Authentication in digital security relies heavily on text-based passwords, even with other available methods like biometrics and graphical passwords. While virtual reality (VR) keyboards are typically invisible to onlookers, the presence of inconspicuous sensors, including accelerometers, gyroscopes, and barometers, poses a potential risk of unauthorized observation and recording. Traditional defense shoulder-surfing attack methods typically involve breaking apart the Qwerty layout, which destroys the user's inherent familiarity with the layout. This research addresses the need for secure password entry in VR environments while retaining the Qwerty layout. We explore three keyboard-related position alteration strategies to ensure security while mitigating the decline in user experience. These strategies involve moving the entire keyboard, cursor, and keys. Our theoretical study assesses the effectiveness of these strategies against shoulder-surfing attacks. Two user studies, employing ray-based and position-based text entry methods, respectively, evaluate the practical effectiveness of the three strategies in resisting shoulder-surfing attacks, as well as their impact on typing performance and user experience. Our findings demonstrate that the three strategies achieve shoulder-surfing attack resistance comparable to a random layout keyboard. Moreover, compared to a random layout, the two strategies involving the movement of the entire keyboard and the repositioning of keys support faster entry rates and enhanced user experience. © 1995-2012 IEEE.",keyboard layout; password; text entry; user study; Virtual reality,Abstract_Keywords,Title_Abstract,
Scopus,conferencePaper,2017,Augmented invaders: a mixed reality multiplayer outdoor game,VRST - Virtual Reality Software and Technology,A,"Many virtual and mixed reality games focus on single player experiences. In this paper, we describe the concept and prototype implementation of a mixed reality multiplayer game that can be played with a smartphone and an HMD in outdoor environments. Players can team up to fight against attacking alien drones. The relative positions between the players are tracked using GPS, and the rear camera of the smartphone is used to augment the environment and teammates with virtual objects. The combination of multiplayer, mixed reality, the use of geographical location and outdoor action together with affordable, mobile equipment enables a novel strategic and social game experience.",AR; augmented reality; games; GPS; mixed reality; multiplayer,Title_Abstract_Keywords,Abstract,
Scopus,conferencePaper,2019,DexController : Designing a VR Controller with Grasp-Recognition for Enriching Natural Game Experience,VRST - Virtual Reality Software and Technology,A,"We present DexController, which is a hand-held controller leveraging grasp as an additional modality for virtual reality (VR) game. The pressure-sensitive surface of DexController was designed to recognize two different grasp-poses (i.e. precision grip and power grip) and detect grasp-force. Based on the results of two feasibility tests, a VR defense game was designed in which players could attack each enemy using the proper weapon with a proper level of force. A within-subject comparative study is conducted with a button-based controller which has the same physical form of DexController. The results indicated that DexController enhanced the perceived naturalness of the controller and game enjoyment, with having acceptable physical demand. This study clarifies the empirical effect of utilizing grasp-recognition on VR game controller to enhance interactivity. Also, we provide insight for the integration of VR game elements with the grasping modality of a controller.",controller; game experience; gaming; natural interaction; Virtual reality,Abstract_Keywords,Abstract,
Scopus,conferencePaper,2019,DexController : Hand-Held Controller Recognizing Grasp-Pose and Grasp-Force in Virtual Reality Defense Game,VRST - Virtual Reality Software and Technology,A,"We developed a hand-held controller named DexController, leveraging grasp as an additional input modality for virtual reality(VR) game. The pressure-sensitive surface of DexController could recognize two different grasp-poses (i.e. precision grip and power grip) and detect grasp-force. For demonstration, we designed a VR defense game in which players should attack different virtual enemies using the proper weapon with a proper level of force. User study confirmed that utilizing meaningful information of grasping facilitates natural mapping with game contents, which led VR game users to experience enhanced presence and enjoyment.",controller; game experience; natural interaction; Virtual reality,Title_Abstract_Keywords,Abstract,
Scopus,conferencePaper,2020,Anonymity vs. Familiarity: Self-Disclosure and Privacy in Social Virtual Reality,VRST - Virtual Reality Software and Technology,A,"Understanding how and why users reveal information about their self in online social spaces and what they perceive as privacy online is a central research agenda in HCI. Drawing on 30 in-depth interviews, in this paper we focus on what type of information users disclose, to whom they reveal information, and concerns they had regarding self-disclosure in social Virtual Reality (VR) - where multiple users can interact with one another through VR head-mounted displays in 3D virtual spaces. Our findings show that overall, users felt comfortable to disclose their emotions, personal experience, and personal information in social VR. However, they also acknowledged that disclosing personal information in social VR was an inevitable trade-off: giving up bio-metric information in order to better use the system. We contribute to existing literature on self-disclosure and privacy online by focusing on social VR as an emerging novel online social space. We also explicate implications for designing and developing future social VR applications.",digital privacy; online social interaction; self-disclosure; social virtual reality,Title_Abstract_Keywords,Title_Abstract_Keywords,
Scopus,conferencePaper,2020,A Quest for Co-Located Mixed Reality: Aligning and Assessing SLAM Tracking for Same-Space Multi-User Experiences,VRST - Virtual Reality Software and Technology,A,"Current solutions for creating co-located Mixed Reality (MR) experiences typically rely on platform-specific synchronisation of spatial anchors or Simultaneous Localisation and Mapping (SLAM) data across clients, often coupled to cloud services. This introduces significant costs (in development and deployment), constraints (with interoperability across platforms often limited), and privacy concerns. For practitioners, support is needed for creating platform-agnostic co-located MR experiences. This paper explores the utility of aligned SLAM solutions by 1) surveying approaches toward aligning disparate device coordinate spaces, formalizing their theoretical accuracy and limitations; 2) providing skeleton implementations for audience-based, small-scale and large-scale co-location using said alignment approaches; and 3) detailing how we can assess the accuracy and safety of 6DoF/SLAM tracking solutions for any arbitrary device and dynamic environment without the need for an expensive ground truth optical tracking, by using trilateration and a $30 laser distance meter. Through this, we hope to further democratise the creation of cross-platform co-located MR experiences.",AR; Co-location; Mixed Reality; Multi-User; SLAM; VR,Title_Abstract_Keywords,Abstract,
Scopus,conferencePaper,2021,BreachMob: Detecting Vulnerabilities in Physical Environments Using Virtual Reality,VRST - Virtual Reality Software and Technology,A,"BreachMob is a virtual reality (VR) tool that applies open design principles from information security to physical buildings and structures. BreachMob uses a detailed 3D digital model of a property owner's building. The model is then published as a virtual environment (VE), complete with all applicable security measures and released to the public to test the building's security and find any potential vulnerabilities by completing specified objectives. Our paper contributes a new method of applying VR to crowd source detection of physical environment vulnerabilities. We detail the technical realization of two BreachMob prototypes (a home and an airport) reflecting on static and dynamic vulnerabilities. Our design critique suggests that&nbsp;BreachMob&nbsp;promotes user immersion by allowing participants the freedom to behave in ways that align with the experience of breaching physical security protocols.",,Title_Abstract,Abstract,
Scopus,conferencePaper,2021,Using Gaze Behavior and Head Orientation for Implicit Identification in Virtual Reality,VRST - Virtual Reality Software and Technology,A,"Identifying users of a Virtual Reality (VR) headset provides designers of VR content with the opportunity to adapt the user interface, set user-specific preferences, or adjust the level of difficulty either for games or training applications. While most identification methods currently rely on explicit input, implicit user identification is less disruptive and does not impact the immersion of the users. In this work, we introduce a biometric identification system that employs the user’s gaze behavior as a unique, individual characteristic. In particular, we focus on the user’s gaze behavior and head orientation while following a moving stimulus. We verify our approach in a user study. A hybrid post-hoc analysis results in an identification accuracy of up to 75&nbsp;% for an explainable machine learning algorithm and up to 100&nbsp;% for a deep learning approach. We conclude with discussing application scenarios in which our approach can be used to implicitly identify users.",eye tracking; gaze-based authentication; implicit identification; virtual reality,Title_Abstract_Keywords,Keywords,
Scopus,conferencePaper,2021,Dealing with a Panic Attack: a Virtual Reality Training Module for Postgraduate Psychology Students,VRST - Virtual Reality Software and Technology,A,"In this paper we present a virtual reality training simulator for postgraduate psychology students. This simulator features an interaction between a clinical psychologist (student) and a patient (virtual agent) suffering from Obsessive Compulsive Disorder (OCD). Our simulation focuses on the form of OCD treatment called “Exposure Therapy”. The traditional way of learning how to perform Exposure Therapy (ET) currently involves watching video recordings and discussing those in the class. In our simulation we conduct an immersive exposure therapy session in VR. This session involves a live interaction with a patient that at one stage triggers a panic attack. Our hypothesis is that the immersive nature of the training session will affect the decision making process of the students so that they are more likely to cease the exposure task than those student participating in a less immersive form of learning (watching a video recording). We also hypothesise that participating in an immersive VR training session is more effective than watching videos, as far as information retention goes.",Exposure Therapy; OCD; Panic Attack; Psychology training; Virtual Reality,Title_Abstract_Keywords,Title_Abstract_Keywords,
Scopus,conferencePaper,2023,Exploring the Stability of Behavioral Biometrics in Virtual Reality in a Remote Field Study: Towards Implicit and Continuous User Identification through Body Movements,VRST - Virtual Reality Software and Technology,A,"Behavioral biometrics has recently become a viable alternative method for user identification in Virtual Reality (VR). Its ability to identify users based solely on their implicit interaction allows for high usability and removes the burden commonly associated with security mechanisms. However, little is known about the temporal stability of behavior (i.e., how behavior changes over time), as most previous works were evaluated in highly controlled lab environments over short periods. In this work, we present findings obtained from a remote field study (N = 15) that elicited data over a period of eight weeks from a popular VR game. We found that there are changes in people’s behavior over time, but that two-session identification still is possible with a mean F1-score of up to 71%, while an initial training yields 86%. However, we also see that performance can drop by up to over 50 percentage points when testing with later sessions, compared to the first session, particularly for smaller groups. Thus, our findings indicate that the use of behavioral biometrics in VR is convenient for the user and practical with regard to changing behavior and also reliable regarding behavioral variation.",Virtual Reality; Field Study; Continuous Identification.; Implicit User Identification,Title_Abstract_Keywords,Abstract,
Scopus,conferencePaper,2024,Motion Passwords,VRST - Virtual Reality Software and Technology,A,"This paper introduces “Motion Passwords”, a novel biometric authentication approach where virtual reality users verify their identity by physically writing a chosen word in the air with their hand controller. This method allows combining three layers of verification: knowledge-based password input, handwriting style analysis, and motion profile recognition. As a first step towards realizing this potential, we focus on verifying users based on their motion profiles. We conducted a data collection study with 48 participants, who performed over 3800 Motion Password signatures across two sessions. We assessed the effectiveness of feature-distance and similarity-learning methods for motion-based verification using the Motion Passwords as well as specific and uniform ball-throwing signatures used in previous works. In our results, the similarity-learning model was able to verify users with the same accuracy for both signature types. This demonstrates that Motion Passwords, even when applying only the motion-based verification layer, achieve reliability comparable to previous methods. This highlights the potential for Motion Passwords to become even more reliable with the addition of knowledge-based and handwriting style verification layers. Furthermore, we present a proof-of-concept Unity application demonstrating the registration and verification process with our pretrained similarity-learning model. We publish our code, the Motion Password dataset, the pretrained model, and our Unity prototype on https://github.com/cschell/MoPs",Biometrics; Extended Reality; Authentication; Verification,Abstract_Keywords,Abstract_Keywords,Duplicate
Scopus,conferencePaper,2024,"A Critical Review of Virtual and Extended Reality Immersive Police Training: Application Areas, Benefits &amp; Vulnerabilities",VRST - Virtual Reality Software and Technology,A,"Virtual and Extended Reality (VR/XR) headsets have promised to enhance police training through the delivery of immersive simulations able to be conducted anywhere, anytime. However, little consideration has been given to reviewing the evidenced benefits and potential issues posed by XR police training. In this paper, we summarise the evidenced usage and benefits of XR police training through a formative targeted literature review (n=41 publications). We then reflect on the prospective technical, security, social and legal issues posed by XR police training, identifying four areas where issues or vulnerabilities exist: training content, trainees and trainers, systems and devices, and state and institutional stakeholders. We highlight significant concerns around e.g. the validity of training; the psychological impact and risks of trauma; the safety and privacy risks posed to trainees and trainers; and the risks to policing institutions. We aim to encourage end-user communities (e.g. police forces) to more openly reflect on the risks of immersive training, so we can ultimately move towards transparent, validated, trusted training that is evidenced to improve policing outcomes.",Virtual Reality; Extended Reality; Police Training,Title_Abstract_Keywords,Abstract,Duplicate
Scopus,conferencePaper,2024,GazeLock: Gaze- and Lock Pattern-Based Authentication,VRST - Virtual Reality Software and Technology,A,"Password entry is common authentication approach in Extended Reality (XR) applications for its simplicity and familiarity, but it faces challenges in public and dynamic environments due to its cumbersome nature and susceptibility to observation attacks. Manual password input can be disruptive and prone to theft through shoulder surfing or surveillance. While alternative knowledge-based approaches exist, they often require complex physical gestures and are impractical for frequent public use. We present GazeLock, an eye-tracking and lock pattern-based authentication method. This method aims to provide an easy-to-learn and efficient alternative by leveraging familiar lock patterns operated through gaze. It ensures resilience to external observation, as physical interaction is unnecessary and eyes are obscured by the headset. Its hands-free, discreet nature makes it suitable for secure public use. We demonstrate this method by simulating the unlocking of a smart lock via an XR headset, showcasing its potential applications and benefits in real-world scenarios.",Eye Tracking; Extended Reality (XR); Authentication; Gaze-based Interaction,Abstract_Keywords,Title_Abstract_Keywords,Duplicate
Scopus,conferencePaper,2024,Usable Authentication in Virtual Reality: Exploring the Usability of PINs and Gestures,ACNS - International Conference on Applied Cryptography and Network Security,B,"Virtual Reality (VR) is becoming increasingly popular with its ability to offer new forms of interaction, user interface, and immersion not only for recreation but also for work, therapy, arts, or education. These new spaces need to be safeguarded by authentication similar to conventional IT systems. However, porting conventional interfaces to VR has often been found to be less than optimal as it fails to fully embrace the technology’s potential and potentially disrupt the immersive experience. This paper evaluates and compares the usability of two major authentication methods for VR: 2D Personal Identification Number (PIN) and gesture-based authentication - with 40 participants. While prior research has shown promising results in authentication security, there is a lack of studies specifically on usability in VR. Our findings indicate that the type of authentication and the user’s experience level affect usability, with gesture-based authentication having a higher usability score than a PIN and having faster authentication times. Hereby, users with less VR experience profited the most from a natural interaction mode for VR. The results suggest that developers should rather choose a native interaction mode in VR than try to port a familiar conventional interaction such as number pads for PINs. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2024.",Authentication; Gestures; PINs; Usability; Virtual Reality,Title_Abstract_Keywords,Title_Abstract_Keywords,
Scopus,conferencePaper,2024,Leveraging Overshadowing for Time-Delay Attacks in 4G/5G Cellular Networks: An Empirical Assessment,"ARES - International Conference on Availability, Reliability and Security",B,"Ensuring both reliable and low-latency communications over 4G or 5G Radio Access Network (RAN) is a key feature for services such as smart power grids and the metaverse. However, the lack of appropriate security mechanisms at the lower-layer protocols of the RAN–a heritage from 4G networks–opens up vulnerabilities that can be exploited to conduct stealthy Reduction-of-Quality attacks against the latency guarantees. This paper presents an empirical assessment of a proposed time-delay attack that leverages overshadowing to exploit the reliability mechanisms of the Radio Link Control (RLC) in Acknowledged Mode. By injecting falsified RLC Negative Acknowledgements, an attacker can maliciously trigger retransmissions at the victim User Equipment (UE), degrading the uplink latency of application flows. Extensive experimental evaluations on open-source and commercial off-the-shelf UEs demonstrate the attack’s effectiveness in increasing latency, network load, and buffer occupancy. The attack impact is quantified by varying the bitrate representing different applications and the number of injected negative acknowledgments controlling the attack intensity. This work studies a realistic threat against the latency quality of service in 4G/5G RANs and highlights the urgent need to revisit protocol security at the lower-RAN layers for 5G (and beyond) networks.",Deny of Service; Latency; Man on the Side; Overshadowing; Radio Access Network; Reduction of Quality; Time-delay,Abstract,Title_Abstract,
Scopus,conferencePaper,2024,A Domain-Specific Language for Augmented Reality Games,SAC - Selected Areas in Cryptography,B,"Augmented Reality (AR) applications have become popular over the last few years, with significant impact on video games. AR does not require advanced technology, but a mobile device with a camera is enough. However, building AR games is time-consuming and requires deep expertise in the tools, technologies and programming languages of the field, as well as on mathematical concepts related to the graphics and physics of the virtual objects. We attack this problem by means of a Domain-Specific Language (DSL) named argDSL, tailored to create AR games. It offers primitives to customise the domain and logic of the game, the physics of the virtual objects, and their graphical representation. We provide an Eclipse environment enabling the definition of AR games using the DSL, and an iOS client able to run the defined games.",augmented reality; domain-specific languages; games,Title_Abstract_Keywords,Abstract,
Scopus,conferencePaper,2024,Securing Contrastive mmWave-based Human Activity Recognition against Adversarial Label Flipping,WiSec - Security and Privacy in Wireless and Mobile Networks,B,"Wireless Human Activity Recognition (HAR), leveraging their non-intrusive nature, has the potential to revolutionize various sectors, including healthcare, virtual reality, and surveillance. The advent of millimeter wave (mmWave) technology has significantly enhanced the capabilities of wireless HAR systems. This paper presents the first systematic study on the vulnerabilities of mmWave-based HAR to label flipping poisoning attacks in the context of supervised contrastive learning. We identify three label poisoning attacks on the contrastive mmWave-based HAR and propose corresponding countermeasures. The efficacy of the attacks and also our countermeasures are experimentally validated on a prototype system. The attacks and countermeasures can be easily extended to other wireless HAR systems, thereby promoting security considerations in system design and deployment.",human activity recognition; label poisoning; millimeter-wave (mmwave) technology; supervised contrastive learning (scl),Abstract,Abstract,
Scopus,conferencePaper,2024,De-anonymizing VR Avatars using Non-VR Motion Side-channels,WiSec - Security and Privacy in Wireless and Mobile Networks,B,"Virtual Reality (VR) technology offers an immersive audio-visual experience to users through which they can interact with a digitally represented 3D space (i.e., a virtual world) using a headset device. By (visually) transporting users from their physical world to realistic virtual spaces, VR systems enable interactive and true-to-life versions of traditional applications such as gaming, remote conferencing and virtual tourism. However, VR applications also present significant user-privacy challenges. This paper studies a new type of privacy threat targeting VR users which attempts to connect their activities visible in the virtual world to their physical state sensed in the real world. Specifically, this paper analyzes the feasibility of carrying out a de-anonymization or identification attack on VR users by correlating visually observed movements of users' avatars in the virtual world with some auxiliary data (e.g., motion sensor data from mobile/wearable devices) representing their context/state in the physical world. To enable this attack, the paper proposes a novel framework which first employs a learning-based activity classification approach to translate the disparate visual movement data and motion sensor data into an activity-vector to ease comparison, followed by a filtering and identity ranking phase outputting an ordered list of potential identities corresponding to the target visual movement data. A comprehensive empirical evaluation of the proposed framework is conducted to study the feasibility of such a de-anonymization attack.",de-anonymization; motion; side channel; virtual reality,Abstract_Keywords,Abstract,
Scopus,journalPaper,2024,Securing Bystander Privacy in Mixed Reality While Protecting the User Experience,SPM - Security & Privacy Magazine,B,"The modern mixed-reality devices that make the Metaverse viable require vast information about the physical world and can also violate the privacy of unsuspecting or unwilling bystanders. We provide an introduction to the problem, existing solutions, and avenues for future research.  © 2003-2012 IEEE.",,Title_Abstract,Title_Abstract,
Scopus,journalPaper,2024,Security and Privacy in the Metaverse,SPM - Security & Privacy Magazine,B,[No abstract available],,Title,Title,
Scopus,journalPaper,2024,Augmenting Security and Privacy in the Virtual Realm: An Analysis of Extended Reality Devices,SPM - Security & Privacy Magazine,B,We present a device-centric analysis of security and privacy attacks and defenses on extended reality (XR) devices. We present future research directions and propose design considerations to help ensure the security and privacy of XR devices.  © 2003-2012 IEEE.,,Title_Abstract,Title_Abstract,
Scopus,journalPaper,2024,Understanding Privacy in Virtual Reality Classrooms: A Contextual Integrity Perspective,SPM - Security & Privacy Magazine,B,"We outline privacy concerns and challenges associated with adopting virtual reality technologies in established social contexts using the theory of contextual integrity, examining information flows within and in between the real and virtual environments that could violate existing privacy norms.  © 2003-2012 IEEE.",,Title_Abstract,Title_Abstract,
Scopus,journalPaper,2024,Handling Identity and Fraud in the Metaverse,SPM - Security & Privacy Magazine,B,"Given the metaverse&#x2019;s potential realism and immersive nature, users may find it difficult to detect fraud. We explore the design space and technical aspects of verification and identification and how they may apply to fraud prevention in the metaverse. IEEE",Avatars; Fraud; Internet; Metaverse; Museums; Privacy; Security,Title_Abstract_Keywords,Keywords,
Scopus,journalPaper,2024,Truth in Motion: The Unprecedented Risks and Opportunities of Extended Reality Motion Data,SPM - Security & Privacy Magazine,B,"Motion-tracking telemetry data lie at the core of most modern extended reality (XR) and metaverse experiences. Recent studies have demonstrated that motion data have the potential to profile and deanonymize XR users, posing a threat to privacy in the metaverse.  © 2003-2012 IEEE.",,Title_Abstract,Abstract,
Scopus,journalPaper,2024,Cybersickness with passenger VR in the aircraft: Influence of turbulence and VR content,VRS - Virtual Reality,B,"Using VR in the airplane cabin is appealing, primarily because of the enhanced entertainment value, increased privacy, and improved recreational opportunities provided by higher levels of immersion. However, VR applications in aircrafts contain the risk of passengers developing cybersickness. The particular environment of a moving aircraft in interaction with visual representation of movements in VR could lead to severe cybersickness, especially during turbulence. We had 129 participants experience VR in a full flight simulator with different content (static or dynamic VR clips) and during varying phases of flight including turbulence. The employed simulator is equipped with a cabin module, creating an economically valid environment. VR induced significant but mild symptoms of cybersickness. Nausea and dizziness symptoms were most severe during turbulence and especially with dynamic VR content being presented. More anxious participants tended to report more symptoms. In addition, there was an association with video game use and attitudes toward new technologies. While mild content and short exposure times only led to fairly low expressions of cybersickness, a long-term use of VR under turbulence could possibly become a concern. Airlines should especially address passengers’ negative attitudes toward new technologies, and VR in particular, to reduce fears and the risk of low tolerability. © The Author(s) 2024.",Aircraft cabins; Airplanes; Cybersickness; Moving vehicles; Virtual reality,Keywords,Abstract,
Scopus,journalPaper,2024,A real-time wearable AR system for egocentric vision on the edge,VRS - Virtual Reality,B,"Real-time performance is critical for Augmented Reality (AR) systems as it directly affects responsiveness and enables the timely rendering of virtual content superimposed on real scenes. In this context, we present the DARLENE wearable AR system, analysing its specifications, overall architecture and core algorithmic components. DARLENE comprises AR glasses and a wearable computing node responsible for several time-critical computation tasks. These include computer vision modules developed for the real-time analysis of dynamic scenes supporting functionalities for instance segmentation, tracking and pose estimation. To meet real-time requirements in limited resources, concrete algorithmic adaptations and design choices are introduced. The proposed system further supports real-time video streaming and interconnection with external IoT nodes. To improve user experience, a novel approach is proposed for the adaptive rendering of AR content by considering the user’s stress level, the context of use and the environmental conditions for adjusting the level of presented information towards enhancing their situational awareness. Through extensive experiments, we evaluate the performance of individual components and end-to-end pipelines. As the proposed system targets time-critical security applications where it can be used to enhance police officers’ situational awareness, further experimental results involving end users are reported with respect to overall user experience, workload and evaluation of situational awareness. © The Author(s) 2024.",Artificial intelligence; Augmented reality; Intelligent user interfaces; Situational awareness,Abstract_Keywords,Abstract,
Scopus,journalPaper,2024,Therapist perspectives on telehealth-based virtual reality exposure therapy,VRS - Virtual Reality,B,"Virtual reality (VR) can enhance mental health care. In particular, the effectiveness of VR-based exposure therapy (VRET) has been well-demonstrated for treatment of anxiety disorders. However, most applications of VRET remain localized to clinic spaces. We aimed to explore mental health therapists’ perceptions of telehealth-based VRET (tele-VRET) by conducting semi-structured, qualitative interviews with 18 telemental health therapists between October and December 2022. Interview topics included telehealth experiences, exposure therapy over telehealth, previous experiences with VR, and perspectives on tele-VRET. Therapists described how telehealth reduced barriers (88.9%, 16/18), enhanced therapy (61.1%, 11/18), and improved access to clients (38.9%, 7/18), but entailed problems with technology (61.1%, 11/18), uncontrolled settings (55.6%, 10/18), and communication difficulties (50%, 9/18). Therapists adapted exposure therapy to telehealth by using online resources (66.7%, 12/18), preparing client expectations (55.6%, 10/18), and adjusting workflows (27.8%, 5/18). Most therapists had used VR before (72.2%, 13/18) and had positive impressions of VR (55.6%, 10/18), but none had used VR clinically. In response to tele-VRET, therapists requested interactive session activities (77.8%, 14/18) and customizable interventions components (55.6%, 10/18). Concerns about tele-VRET included risks with certain clients (77.8%, 14/18), costs (50%, 9/18), side effects and privacy (22.2%, 4/18), and inappropriateness for specific forms of exposure therapy (16.7%, 3/18). These results reveal how combining telehealth and VRET may expand therapeutic options for mental healthcare providers and can help inform collaborative development of immersive health technologies. © The Author(s) 2024.",Clinical practice; Exposure therapy; Mental health; Telehealth; Virtual reality,Title_Abstract_Keywords,Abstract,
Scopus,journalPaper,2024,ARGo: augmented reality-based mobile Go stone collision game,VRS - Virtual Reality,B,"In this study, we present a mobile Go stone collision game based on augmented reality, which we call ARGo, inspired by the traditional Korean board game, Alkkagi. ARGo aims to resolve two main issues: (1) the portability and space constraints of the original Alkkagi and (2) the limited sense of reality due to the touchscreen-based interface of the existing mobile Alkkagi games. To improve a sense of the reality of the game, ARGo provides a gameplay interface similar to the original Alkkagi by recognizing the user‘s hand motion based on AR. Additionally, it provides a customization mechanism for each user to improve the recognition of the hand motion and the strength of the attack considering each user‘s characteristics. Finally, we make the following three main contributions. First, we employ the automata theory to design the game and collision scenarios between stones. Consequently, we can clearly define the complicated states incurred by AR-based motion recognition and collisions between virtual objects. Second, we propose a collision equation based on Continuous Collision Detection tailored to ARGo, i.e., Go stones and their collisions. Through experimental studies, we demonstrate that the collision equation enables the simulation of the exact collision effects. Third, through user experience studies, we verify the effectiveness of ARGo by showing the effects of the functions implemented in ARGo and its superiority over the existing mobile game Alkkagi Mania. © 2024, The Author(s).",Augmented reality; Automata theory-based game design; Collision effects; Customization; Mobile games; Motion recognition,Title_Abstract_Keywords,Abstract,
Scopus,journalPaper,2023,Seamless-walk: natural and comfortable virtual reality locomotion method with a high-resolution tactile sensor,VRS - Virtual Reality,B,"Efficient locomotion methods have been proposed to compensate for the limited space in real-world environments, and such methods offer users more immersive and natural experiences in relatively large virtual environments. The foot-based locomotion method is one of the best options for implementing natural locomotion using foot movement as an input. However, existing foot-based locomotion methods force users to wear equipment or take a video of the user’s body. These actions can cause discomfort, unnatural feelings, or privacy problems. Thus, we propose a Seamless-walk system that can seamlessly translate a real-world gait action to locomotion signals using a high-resolution tactile carpet sensor without requiring wearable equipment. The proposed method captures and analyzes high-resolution footprint information using a machine learning technique and calculates the user’s movement direction and speed in a real-time manner. In addition, the modular structure of Seamless-walk enables scalable installation of a tactile sensing platform at reasonable cost. Human tests (n = 80) confirmed that the proposed Seamless-walk system’s technical advantage increases usability. A 3D virtual world exploration game experiment revealed that the proposed method significantly increases comfort and overall naturalness. Additionally, The proposed method has no negative effects on exploration suitability, task load, simulator sickness, or the game experience. © 2023, The Author(s), under exclusive licence to Springer-Verlag London Ltd., part of Springer Nature.",Human computer interaction; Human-centered computing; Interaction paradigms; Virtual reality,Title_Keywords,Abstract,
Scopus,journalPaper,2021,Landmine detection training simulation using virtual reality technology,VRS - Virtual Reality,B,"Landmines are frequently used for defence and attack. Thus, landmine detection is vital to preventing the damages incurred. Various landmine detection methods have been developed from the past to the present. Thus, a need has arisen for the employment of qualified personnel in this field. In today’s landmine detection training, soldiers are first subjected to theoretical training about landmine types. After this stage, they attend practical training in the field. However, when training is given in this way, sample application fields do not contain all possible terrain and weather conditions. Also, many accidents and injuries occur during this practical training. To overcome the disadvantages elucidated above, a landmine detection training simulation was developed in this study, which supports real terrain conditions and creates a safe detection environment. In this study, the developed simulation software was based on virtual reality technology. The interaction with the computer is both provided by a detector appearance control device (DACD) controller developed for this simulator and by Kinect controller. The simulator has remarkable benefits concerning time and cost when compared with the landmine detection training given today. At the same time, detections performed in a safe environment without any risk factors and real land conditions were provided close to reality. Also, the actual space coordinates of the joints in the human body can be detected correctly using the DACD controller, as much as the Kinect device. © 2020, Springer-Verlag London Ltd., part of Springer Nature.",Kinect V2; Landmine detection training; Landmine sweeping; Simulation; Unity 3D; VR,Title_Abstract,Abstract,
