Database,Item Type,Publication Year,Title,Venue,Venue Rank,Abstract,Keywords,Found In Group1,Found In Group2,Duplicate
Scopus,journalPaper,2024,Privacy-Preserving Gaze Data Streaming in Immersive Interactive Virtual Reality: Robustness and User Experience,TVCG - Transactions on Visualization and Computer Graphics,A,"Eye tracking is routinely being incorporated into virtual reality (VR) systems. Prior research has shown that eye tracking data, if exposed, can be used for re-identification attacks [14]. The state of our knowledge about currently existing privacy mechanisms is limited to privacy-utility trade-off curves based on data-centric metrics of utility, such as prediction error, and black-box threat models. We propose that for interactive VR applications, it is essential to consider user-centric notions of utility and a variety of threat models. We develop a methodology to evaluate real-time privacy mechanisms for interactive VR applications that incorporate subjective user experience and task performance metrics. We evaluate selected privacy mechanisms using this methodology and find that re-identification accuracy can be decreased to as low as 14% while maintaining a high usability score and reasonable task performance. Finally, we elucidate three threat scenarios (black-box, black-box with exemplars, and white-box) and assess how well the different privacy mechanisms hold up to these adversarial scenarios. This work advances the state of the art in VR privacy by providing a methodology for end-to-end assessment of the risk of re-identification attacks and potential mitigating solutions. f  © 1995-2012 IEEE.",eye tracking; privacy; Virtual reality,Title_Abstract_Keywords,Title_Abstract_Keywords,
Scopus,journalPaper,2024,"Berkeley Open Extended Reality Recordings 2023 (BOXRR-23): 4.7 Million Motion Capture Recordings from 105,000 XR Users",TVCG - Transactions on Visualization and Computer Graphics,A,"Extended reality (XR) devices such as the Meta Quest and Apple Vision Pro have seen a recent surge in attention, with motion tracking atelemetrya data lying at the core of nearly all XR and metaverse experiences. Researchers are just beginning to understand the implications of this data for security, privacy, usability, and more, but currently lack large-scale human motion datasets to study. The BOXRR-23 dataset contains 4,717,215 motion capture recordings, voluntarily submitted by 105,852 XR device users from over 50 countries. BOXRR-23 is over 200 times larger than the largest existing motion capture research dataset and uses a new, highly efficient and purpose-built XR Open Recording (XROR) file format. © 1995-2012 IEEE.",big data; Dataset; extended reality; motion capture; virtual reality,Title_Abstract_Keywords,Abstract,
Scopus,journalPaper,2024,Analysis and Design of Efficient Authentication Techniques for Password Entry with the Qwerty Keyboard for VR Environments,TVCG - Transactions on Visualization and Computer Graphics,A,"Authentication in digital security relies heavily on text-based passwords, even with other available methods like biometrics and graphical passwords. While virtual reality (VR) keyboards are typically invisible to onlookers, the presence of inconspicuous sensors, including accelerometers, gyroscopes, and barometers, poses a potential risk of unauthorized observation and recording. Traditional defense shoulder-surfing attack methods typically involve breaking apart the Qwerty layout, which destroys the user's inherent familiarity with the layout. This research addresses the need for secure password entry in VR environments while retaining the Qwerty layout. We explore three keyboard-related position alteration strategies to ensure security while mitigating the decline in user experience. These strategies involve moving the entire keyboard, cursor, and keys. Our theoretical study assesses the effectiveness of these strategies against shoulder-surfing attacks. Two user studies, employing ray-based and position-based text entry methods, respectively, evaluate the practical effectiveness of the three strategies in resisting shoulder-surfing attacks, as well as their impact on typing performance and user experience. Our findings demonstrate that the three strategies achieve shoulder-surfing attack resistance comparable to a random layout keyboard. Moreover, compared to a random layout, the two strategies involving the movement of the entire keyboard and the repositioning of keys support faster entry rates and enhanced user experience. © 1995-2012 IEEE.",keyboard layout; password; text entry; user study; Virtual reality,Abstract_Keywords,Title_Abstract,
Scopus,conferencePaper,2024,Usable Authentication in Virtual Reality: Exploring the Usability of PINs and Gestures,ACNS - International Conference on Applied Cryptography and Network Security,B,"Virtual Reality (VR) is becoming increasingly popular with its ability to offer new forms of interaction, user interface, and immersion not only for recreation but also for work, therapy, arts, or education. These new spaces need to be safeguarded by authentication similar to conventional IT systems. However, porting conventional interfaces to VR has often been found to be less than optimal as it fails to fully embrace the technology’s potential and potentially disrupt the immersive experience. This paper evaluates and compares the usability of two major authentication methods for VR: 2D Personal Identification Number (PIN) and gesture-based authentication - with 40 participants. While prior research has shown promising results in authentication security, there is a lack of studies specifically on usability in VR. Our findings indicate that the type of authentication and the user’s experience level affect usability, with gesture-based authentication having a higher usability score than a PIN and having faster authentication times. Hereby, users with less VR experience profited the most from a natural interaction mode for VR. The results suggest that developers should rather choose a native interaction mode in VR than try to port a familiar conventional interaction such as number pads for PINs. © The Author(s), under exclusive license to Springer Nature Switzerland AG 2024.",Authentication; Gestures; PINs; Usability; Virtual Reality,Title_Abstract_Keywords,Title_Abstract_Keywords,
Scopus,conferencePaper,2024,Leveraging Overshadowing for Time-Delay Attacks in 4G/5G Cellular Networks: An Empirical Assessment,"ARES - International Conference on Availability, Reliability and Security",B,"Ensuring both reliable and low-latency communications over 4G or 5G Radio Access Network (RAN) is a key feature for services such as smart power grids and the metaverse. However, the lack of appropriate security mechanisms at the lower-layer protocols of the RAN–a heritage from 4G networks–opens up vulnerabilities that can be exploited to conduct stealthy Reduction-of-Quality attacks against the latency guarantees. This paper presents an empirical assessment of a proposed time-delay attack that leverages overshadowing to exploit the reliability mechanisms of the Radio Link Control (RLC) in Acknowledged Mode. By injecting falsified RLC Negative Acknowledgements, an attacker can maliciously trigger retransmissions at the victim User Equipment (UE), degrading the uplink latency of application flows. Extensive experimental evaluations on open-source and commercial off-the-shelf UEs demonstrate the attack’s effectiveness in increasing latency, network load, and buffer occupancy. The attack impact is quantified by varying the bitrate representing different applications and the number of injected negative acknowledgments controlling the attack intensity. This work studies a realistic threat against the latency quality of service in 4G/5G RANs and highlights the urgent need to revisit protocol security at the lower-RAN layers for 5G (and beyond) networks.",Deny of Service; Latency; Man on the Side; Overshadowing; Radio Access Network; Reduction of Quality; Time-delay,Abstract,Title_Abstract,
Scopus,conferencePaper,2024,A Domain-Specific Language for Augmented Reality Games,SAC - Selected Areas in Cryptography,B,"Augmented Reality (AR) applications have become popular over the last few years, with significant impact on video games. AR does not require advanced technology, but a mobile device with a camera is enough. However, building AR games is time-consuming and requires deep expertise in the tools, technologies and programming languages of the field, as well as on mathematical concepts related to the graphics and physics of the virtual objects. We attack this problem by means of a Domain-Specific Language (DSL) named argDSL, tailored to create AR games. It offers primitives to customise the domain and logic of the game, the physics of the virtual objects, and their graphical representation. We provide an Eclipse environment enabling the definition of AR games using the DSL, and an iOS client able to run the defined games.",augmented reality; domain-specific languages; games,Title_Abstract_Keywords,Abstract,
Scopus,conferencePaper,2024,Securing Contrastive mmWave-based Human Activity Recognition against Adversarial Label Flipping,WiSec - Security and Privacy in Wireless and Mobile Networks,B,"Wireless Human Activity Recognition (HAR), leveraging their non-intrusive nature, has the potential to revolutionize various sectors, including healthcare, virtual reality, and surveillance. The advent of millimeter wave (mmWave) technology has significantly enhanced the capabilities of wireless HAR systems. This paper presents the first systematic study on the vulnerabilities of mmWave-based HAR to label flipping poisoning attacks in the context of supervised contrastive learning. We identify three label poisoning attacks on the contrastive mmWave-based HAR and propose corresponding countermeasures. The efficacy of the attacks and also our countermeasures are experimentally validated on a prototype system. The attacks and countermeasures can be easily extended to other wireless HAR systems, thereby promoting security considerations in system design and deployment.",human activity recognition; label poisoning; millimeter-wave (mmwave) technology; supervised contrastive learning (scl),Abstract,Abstract,
Scopus,conferencePaper,2024,De-anonymizing VR Avatars using Non-VR Motion Side-channels,WiSec - Security and Privacy in Wireless and Mobile Networks,B,"Virtual Reality (VR) technology offers an immersive audio-visual experience to users through which they can interact with a digitally represented 3D space (i.e., a virtual world) using a headset device. By (visually) transporting users from their physical world to realistic virtual spaces, VR systems enable interactive and true-to-life versions of traditional applications such as gaming, remote conferencing and virtual tourism. However, VR applications also present significant user-privacy challenges. This paper studies a new type of privacy threat targeting VR users which attempts to connect their activities visible in the virtual world to their physical state sensed in the real world. Specifically, this paper analyzes the feasibility of carrying out a de-anonymization or identification attack on VR users by correlating visually observed movements of users' avatars in the virtual world with some auxiliary data (e.g., motion sensor data from mobile/wearable devices) representing their context/state in the physical world. To enable this attack, the paper proposes a novel framework which first employs a learning-based activity classification approach to translate the disparate visual movement data and motion sensor data into an activity-vector to ease comparison, followed by a filtering and identity ranking phase outputting an ordered list of potential identities corresponding to the target visual movement data. A comprehensive empirical evaluation of the proposed framework is conducted to study the feasibility of such a de-anonymization attack.",de-anonymization; motion; side channel; virtual reality,Abstract_Keywords,Abstract,
Scopus,journalPaper,2024,Securing Bystander Privacy in Mixed Reality While Protecting the User Experience,SPM - Security & Privacy Magazine,B,"The modern mixed-reality devices that make the Metaverse viable require vast information about the physical world and can also violate the privacy of unsuspecting or unwilling bystanders. We provide an introduction to the problem, existing solutions, and avenues for future research.  © 2003-2012 IEEE.",,Title_Abstract,Title_Abstract,
Scopus,journalPaper,2024,Security and Privacy in the Metaverse,SPM - Security & Privacy Magazine,B,[No abstract available],,Title,Title,
Scopus,journalPaper,2024,Augmenting Security and Privacy in the Virtual Realm: An Analysis of Extended Reality Devices,SPM - Security & Privacy Magazine,B,We present a device-centric analysis of security and privacy attacks and defenses on extended reality (XR) devices. We present future research directions and propose design considerations to help ensure the security and privacy of XR devices.  © 2003-2012 IEEE.,,Title_Abstract,Title_Abstract,
Scopus,journalPaper,2024,Understanding Privacy in Virtual Reality Classrooms: A Contextual Integrity Perspective,SPM - Security & Privacy Magazine,B,"We outline privacy concerns and challenges associated with adopting virtual reality technologies in established social contexts using the theory of contextual integrity, examining information flows within and in between the real and virtual environments that could violate existing privacy norms.  © 2003-2012 IEEE.",,Title_Abstract,Title_Abstract,
Scopus,journalPaper,2024,Handling Identity and Fraud in the Metaverse,SPM - Security & Privacy Magazine,B,"Given the metaverse&#x2019;s potential realism and immersive nature, users may find it difficult to detect fraud. We explore the design space and technical aspects of verification and identification and how they may apply to fraud prevention in the metaverse. IEEE",Avatars; Fraud; Internet; Metaverse; Museums; Privacy; Security,Title_Abstract_Keywords,Keywords,
Scopus,journalPaper,2024,Truth in Motion: The Unprecedented Risks and Opportunities of Extended Reality Motion Data,SPM - Security & Privacy Magazine,B,"Motion-tracking telemetry data lie at the core of most modern extended reality (XR) and metaverse experiences. Recent studies have demonstrated that motion data have the potential to profile and deanonymize XR users, posing a threat to privacy in the metaverse.  © 2003-2012 IEEE.",,Title_Abstract,Abstract,
