Database,Item Type,Publication Year,Title,Venue,Venue Rank,Abstract,Keywords,Found In Group1,Found In Group2,Duplicate
ACM DL,conferencePaper,2022,"Something Personal from the Metaverse: Goals, Topics, and Contextual Factors of Self-Disclosure in Commercial Social VR",CHI - Human Factors in Computing Systems,A*,"Current Social VR literature provides limited insight on one of the most critical behaviors for developing and maintaining interpersonal relationships: self-disclosure. Therefore, we present an online survey (N = 126) investigating how users disclose personal information to each other in Social VR. Our results indicate that many participants see in Social VR access to authentic connections with others despite tending towards skepticism and privacy concerns. Most users disclose sexuality-related information, lifestyle preferences, and personal goals. In contrast, information that breaks anonymity, such as real names and more intimate aspects of oneself, are shared less commonly. Thereby, self-disclosure decisions depend on factors like the relationship to or age of disclosure recipients, the privacy of a virtual environment, the group size, or the activity context, and is driven by different goals, i.a., relational development or exploration of oneself. These insights advance the understanding of current Social VR users and their behavior by directing future research on self-disclosure-based relationship building in Social VR and outlying broader design implications for the future metaverse.",social virtual reality; self-disclosure; online social interaction,Title_Abstract_Keywords,Abstract,
ACM DL,conferencePaper,2021,Identifying Manipulative Advertising Techniques in XR Through Scenario Construction,CHI - Human Factors in Computing Systems,A*,"As Extended Reality (XR) devices and applications become more mainstream, so too will XR advertising&nbsp;—&nbsp;advertising that takes place in XR mediums. Due to the defining features of XR devices, such as the immersivity of the medium and the ability of XR devices to simulate reality, there are fears that these features could be exploited to create manipulative XR ads that trick consumers into buying products they do not need or might harm them. Using scenario construction, we investigate potential future incarnations of manipulative XR advertising and their harms. We identify five key mechanisms of manipulative XR advertising: misleading experience marketing; inducing artificial emotions in consumers; sensing and targeting people when they are vulnerable; emotional manipulation through hyperpersonalization; and distortion of reality. We discuss research challenges and questions in order to address and mitigate manipulative XR advertising risks.",augmented reality; privacy; virtual reality; mixed reality; advertising; computer ethics.; Extended reality; scenario construction,Abstract_Keywords,Keywords,
ACM DL,conferencePaper,2021,Understanding User Identification in Virtual Reality Through Behavioral Biometrics and the Effect of Body Normalization,CHI - Human Factors in Computing Systems,A*,"Virtual Reality (VR) is becoming increasingly popular both in the entertainment and professional domains. Behavioral biometrics have recently been investigated as a means to continuously and implicitly identify users in VR. Applications in VR can specifically benefit from this, for example, to adapt virtual environments and user interfaces as well as to authenticate users. In this work, we conduct a lab study (N = 16) to explore how accurately users can be identified during two task-driven scenarios based on their spatial movement. We show that an identification accuracy of up to 90% is possible across sessions recorded on different days. Moreover, we investigate the role of users’ physiology in behavioral biometrics by virtually altering and normalizing their body proportions. We find that body normalization in general increases the identification rate, in some cases by up to 38%; hence, it improves the performance of identification systems.",usable security; virtual reality; identification; task-driven biometrics,Title_Abstract_Keywords,Keywords,
ACM DL,conferencePaper,2021,RepliCueAuth: Validating the Use of a Lab-Based Virtual Reality Setup for Evaluating Authentication Systems,CHI - Human Factors in Computing Systems,A*,"Evaluating novel authentication systems is often costly and time-consuming. In this work, we assess the suitability of using Virtual Reality (VR) to evaluate the usability and security of real-world authentication systems. To this end, we conducted a replication study and built a virtual replica of CueAuth [52], a recently introduced authentication scheme, and report on results from: (1) a lab-based in-VR usability study (N=20) evaluating user performance; (2) an online security study (N=22) evaluating system’s observation resistance through virtual avatars; and (3) a comparison between our results and those previously reported in the real-world evaluation. Our analysis indicates that VR can serve as a suitable test-bed for human-centred evaluations of real-world authentication schemes, but the used VR technology can have an impact on the evaluation. Our work is a first step towards augmenting the design and evaluation spectrum of authentication systems and offers ground work for more research to follow.",Virtual Reality; Usable Security; Authentication; Research Method,Title_Abstract_Keywords,Abstract_Keywords,
ACM DL,conferencePaper,2021,Covert Embodied Choice: Decision-Making and the Limits of Privacy Under Biometric Surveillance,CHI - Human Factors in Computing Systems,A*,"Algorithms engineered to leverage rich behavioral and biometric data to predict individual attributes and actions continue to permeate public and private life. A fundamental risk may emerge from misconceptions about the sensitivity of such data, as well as the agency of individuals to protect their privacy when fine-grained (and possibly involuntary) behavior is tracked. In this work, we examine how individuals adjust their behavior when incentivized to avoid the algorithmic prediction of their intent. We present results from a virtual reality task in which gaze, movement, and other physiological signals are tracked. Participants are asked to decide which card to select without an algorithmic adversary anticipating their choice. We find that while participants use a variety of strategies, data collected remains highly predictive of choice (80% accuracy). Additionally, a significant portion of participants became more predictable despite efforts to obfuscate, possibly indicating mistaken priors about the dynamics of algorithmic prediction.",privacy; biometrics; virtual reality; surveillance; prediction,Abstract_Keywords,Title_Abstract_Keywords,
ACM DL,conferencePaper,2021,Crowdsourcing Design Guidance for Contextual Adaptation of Text Content in Augmented Reality,CHI - Human Factors in Computing Systems,A*,"Augmented Reality (AR) can deliver engaging user experiences that seamlessly meld virtual content with the physical environment. However, building such experiences is challenging due to the developer’s inability to assess how uncontrolled deployment contexts may influence the user experience. To address this issue, we demonstrate a method for rapidly conducting AR experiments and real-world data collection in the user’s own physical environment using a privacy-conscious mobile web application. The approach leverages the large number of distinct user contexts accessible through crowdsourcing to efficiently source diverse context and perceptual preference data. The insights gathered through this method complement emerging design guidance and sample-limited lab-based studies. The utility of the method is illustrated by re-examining the design challenge of adapting AR text content to the user’s environment. Finally, we demonstrate how gathered design insight can be operationalized to provide adaptive text content functionality in an AR headset.",Augmented Reality; Privacy; Crowdsourcing,Title_Abstract_Keywords,Abstract_Keywords,
ACM DL,conferencePaper,2014,In situ with bystanders of augmented reality glasses: perspectives on recording and privacy-mediating technologies,CHI - Human Factors in Computing Systems,A*,"Augmented reality (AR) devices are poised to enter the market. It is unclear how the properties of these devices will affect individuals' privacy. In this study, we investigate the privacy perspectives of individuals when they are bystanders around AR devices. We conducted 12 field sessions in cafés and interviewed 31 bystanders regarding their reactions to a co-located AR device. Participants were predominantly split between having indifferent and negative reactions to the device. Participants who expressed that AR devices change the bystander experience attributed this difference to subtleness, ease of recording, and the technology's lack of prevalence. Additionally, participants surfaced a variety of factors that make recording more or less acceptable, including what they are doing when the recording is being taken. Participants expressed interest in being asked permission before being recorded and in recording-blocking devices. We use the interview results to guide an exploration of design directions for privacy-mediating technologies.",augmented reality; privacy; surveillance; wearable camera,Title_Abstract_Keywords,Title_Abstract_Keywords,
IEEE,conferencePaper,2022,Combining Real-World Constraints on User Behavior with Deep Neural Networks for Virtual Reality (VR) Biometrics,VR - International Symposium Virtual Reality,A*,"Deep networks have demonstrated enormous potential for identification and authentication using behavioral biometrics in virtual reality (VR). However, existing VR behavioral biometrics datasets have small sample sizes which can make it challenging for deep networks to automatically learn features that characterize real-world user behavior and that may enable high success, e.g., high-level spatial relationships between headset and hand controller devices and underlying smoothness of trajectories despite noise. We provide an approach to perform behavioral biometrics using deep networks while incorporating spatial and smoothing constraints on input data to represent real-world behavior. We represent the input data to neural networks as a combination of scale- and translation-invariant device-centric position and orientation features, and displacement vectors representing spatial relationships between device pairs. We assess identification and authentication by including spatial relationships and by performing Gaussian smoothing of the position features. We evaluate our approach against baseline methods that use the raw data directly and that perform a global normalization of the data. By using displacement vectors, our work shows higher success over baseline methods in 36 out of 42 cases of analysis done by varying user sets and pairings of VR systems and sessions.",Human-centered computing;Human computer interaction (HCI);Interaction paradigms;Virtual reality;Security and privacy;Security services;Authentication;Biometrics,Title_Abstract_Keywords,Keywords,
IEEE,conferencePaper,2022,HoloLogger: Keystroke Inference on Mixed Reality Head Mounted Displays,VR - International Symposium Virtual Reality,A*,"When using personal computing services in mixed reality (MR) such as online payment and social media, sensitive information and account passwords must be typed in MR. To design secure MR systems and build up user trust, it is imperative to first understand the security threat to the sensitive MR input. Although keystroke inference attacks by analyzing human-computer interaction in videos or via wireless signals have been successful, they require placing extra hardware near the user which is easily noticeable in practice. In this paper, we expose a more dangerous malware-based attack through the vulnerability that no permission is required for accessing MR motion data. We aim to monitor MR headset motion and infer the user input through a benign App. Realizing the attack system requires addressing unique challenges in MR such as six-degree-of-freedom (6DoF) device motion and no explicit motion signal for keystroke identification. To this end, we present HoloLogger, the first malware-based keystroke inference attack system on HoloLens. HoloLogger is empowered by a 6DoF-head-motion-driven key tracking scheme and an air-tap-pattern-based keystroke inference framework. Extensive evaluations with 25 users and 750 inference trials of passwords consisting of 4â€“8 lowercase English letters demonstrate that HoloLogger successfully achieves a top-5 accuracy of 93%. HoloLogger is also robust in various environments such as different user positions and input categories.",Human-centered computing;Human computer interaction;Mixed/augmented reality;Security and privacy;Human and societal aspects of security and privacy;Privacy protection,Title_Abstract_Keywords,Abstract_Keywords,
IEEE,conferencePaper,2022,SPAA: Stealthy Projector-based Adversarial Attacks on Deep Image Classifiers,VR - International Symposium Virtual Reality,A*,"Light-based adversarial attacks use spatial augmented reality (SAR) techniques to fool image classifiers by altering the physical light condition with a controllable light source, e.g., a projector. Compared with physical attacks that place hand-crafted adversarial objects, projector-based ones obviate modifying the physical entities, and can be performed transiently and dynamically by altering the projection pattern. However, subtle light perturbations are insufficient to fool image classifiers, due to the complex environment and project-and-capture process. Thus, existing approaches focus on projecting clearly perceptible adversarial patterns, while the more interesting yet challenging goal, stealthy projector-based attack, remains open. In this paper, for the first time, we formulate this problem as an end-to-end differentiable process and propose a Stealthy Projector-based Adversarial Attack (SPAA) solution. In SPAA, we approximate the real Project-and-Capture process using a deep neural network named PCNet, then we include PCNet in the optimization of projector-based attacks such that the generated adversarial projection is physically plausible. Finally, to generate both robust and stealthy adversarial projections, we propose an algorithm that uses minimum perturbation and adversarial confidence thresholds to alternate between the adversarial loss and stealthiness loss optimization. Our experimental evaluations show that SPAA clearly outperforms other methods by achieving higher attack success rates and meanwhile being stealthier, for both targeted and untargeted attacks.",Human-centered computing;Human computer interaction (HCI);Interaction paradigms;Mixed / augmented reality;Security and privacy;Human and societal aspects of security and privacy;Privacy protections Computing methodologies;Artificial intelligence;Computer vision;Object recognition,Abstract_Keywords,Keywords,
IEEE,conferencePaper,2022,Temporal Effects in Motion Behavior for Virtual Reality (VR) Biometrics,VR - International Symposium Virtual Reality,A*,"Using the motion behavior of users in virtual reality (VR) as a biometric signature has the potential to enable continuous identification and authentication of users without compromising VR applications if traditional passwords are acquired by malicious agents. Users exhibit natural variabilities in behavior over time that influence their body motions and can alter the trajectories of VR devices such as the headset and the controllers. Behavior variabilities may negatively impact the success rate of VR biometrics. In this work, we evaluate how deep learning approaches to match input and enrollment trajectories are influenced by user behavior variation over varying time scales. We demonstrate that over short timescales on the order of seconds to minutes, no statistically significant relationship is found in the temporal placement of enrollment trajectories and their matches to input trajectories. We find that on medium-scale separation between enrollment and input trajectories, on the order of days to weeks, median accuracy is similar within users who provide input close and distant to enrollment data. Over long timescales on the order of 7 to 18 months, we obtain optimal performance for short and long enrollment/input separations by using training sets from users providing long-timescale data, as these sets encompass coarse and fine-scale changes in behavior.",Human-centered computing;Human computer interaction (HCI);Interaction paradigms;Virtual reality;Security and privacy;Security services;Authentication;Biometrics,Title_Abstract_Keywords,Keywords,
IEEE,conferencePaper,2022,A Keylogging Inference Attack on Air-Tapping Keyboards in Virtual Environments,VR - International Symposium Virtual Reality,A*,"Enabling users to push the physical worldâ€™s limits, augmented and virtual reality platforms opened a new chapter in perception. Novel immersive experiences resulted in the emergence of new interaction methods for virtual environments, which came with unprecedented security and privacy risks. This paper presents a keylogging inference attack to infer user inputs typed with in-air tapping keyboards. We observe that hands follow specific patterns when typing in the air and exploit this observation to carry out our attack. Starting with three plausible attack scenarios where the adversary obtains the hand trace patterns of the victim, we build a pipeline to reconstruct the user input. Our attack pipeline takes the hand traces of the victim as an input and outputs a set of input inferences ordered from the best to worst. Through various experiments, we showed that our inference attack achieves a pinpoint accuracy ranging from 40% to 87% within at most the top-500 candidate reconstructions. Finally, we discuss countermeasures, while the results presented provide a cautionary tale of the security and privacy risk of the immersive mobile technology.",Security and privacyâ€”Privacy protections;Human-centered computingâ€”Text input;Human-centered computingâ€”Ubiquitous and mobile devices,Abstract,Abstract_Keywords,
IEEE,conferencePaper,2021,Using Siamese Neural Networks to Perform Cross-System Behavioral Authentication in Virtual Reality,VR - International Symposium Virtual Reality,A*,"In this paper, we provide an approach on using behavioral biometrics to perform cross-system high-assurance authentication of users in virtual reality (VR) environments. VR is currently being explored as a critical tool to ensure seamless delivery of essential services, such as education, healthcare, and personal finance, while enabling users to work from home environments. Due to the sensitive nature of personal data generated, VR applications for essential services need to provide secure access. Traditional PIN or password-based credentials can be breached by malicious impostors, or be handed over by an intended user of a VR system to a confederate to assist the intended user in completing a task, e.g., an exam or a physical therapy routine. Existing approaches that use the behavior of the user in VR as a biometric signature fail when users provide enrollment and use-time data on different VR systems. We use Siamese neural networks to learn a distance function that characterizes the systematic differences between data provided across pairs of dissimilar VR systems. Our approach provides average equal error rates (EERs) ranging from 1.38% to 3.86% for authentication using a benchmark dataset that consists of 41 users performing a ball-throwing task with 3 VR systems-an Oculus Quest, an HTC Vive, and an HTC Vive Cosmos. To compare to prior approaches in VR biometrics, we also obtain average accuracies for the task of identification, where given an input user's trajectory in a use-time VR system, we use Siamese networks to return the user with the top matching trajectory in an enrollment VR system as the label. We report identification results ranging from 87.82% to 98.53% with average improvements of 29.78%Â±8.58% and 30.78%Â±3.68% over existing approaches that use generic distance matching and fully convolutional networks on the enrollment dataset respectively.",Human-centered computing-Human computer interaction (HCI)-Interaction paradigms-Virtual reality;Security and privacy-Security services-Authentication-Biometrics,Title_Abstract_Keywords,Keywords,
IEEE,conferencePaper,2021,VR-Spy: A Side-Channel Attack on Virtual Key-Logging in VR Headsets,VR - International Symposium Virtual Reality,A*,"In Virtual Reality (VR), users typically interact with the virtual world using virtual keyboard to insert keywords, surfing the webpages, or typing passwords to access online accounts. Hence, it becomes imperative to understand the security of virtual keystrokes. In this paper, we present VR-Spy, a virtual keystrokes recognition method using channel state information (CSI) of WiFi signals. To the best of our knowledge, this is the first work that uses WiFi signals to recognize virtual keystrokes in VR headsets. The key idea behind VR -Spy is that the side-channel information of fine-granular hand movements associated with each virtual keystroke has a unique gesture pattern in the CSI waveforms. Our novel pattern extraction algorithm leverages signal processing techniques to extract the patterns from the variations of CSI. We implement VR-Spy using two Commercially Off-The-Shelf (COTS) devices, a transmitter (WAVLINK router), and a receiver (Intel NUC with an IWL 5300 NIC). Finally, VR-Spy achieves a virtual keystrokes recognition accuracy of 69.75% in comparison to techniques that assume very advanced adversary models with vision and motion sensors near the victim.",Human-centered computing-Gesture Computing-Virtual Key-logging Attack-Channel State Information,Abstract,Abstract,
IEEE,conferencePaper,2021,Influence of Interactivity and Social Environments on User Experience and Social Acceptability in Virtual Reality,VR - International Symposium Virtual Reality,A*,"Nowadays, Virtual Reality (VR) technology can be potentially used everywhere through wearable head-mounted displays. Nevertheless, it is still uncommon to see VR devices used in public settings. In these contexts, unaware bystanders in the surroundings might influence the User Experience (UX) and create concerns about the social acceptability of this technology. The user acts in a Social Environment (SE), characterized by surrounding people's number, proximity, and behavior. Simultaneously, VR applications often require a different degree of interactivity concerning body movements and controllers interaction. In this paper, the influence of Social Environments, and degree of interactivity on User Experience and social acceptability is investigated. Four Social Environments were simulated employing 360Â° Videos, and two VR games developed with two levels of interactivity. Results showed a statistically significant influence of Social Environments on Overall UX as well as Public VR, Interaction, Isolation, Privacy and Safety acceptability, and of the degree of interactivity on Presence, Valence, Arousal, Overall UX, UX Hedonic quality, and Safety acceptability. Findings indicate that Social Environments and degree of interactivity should be taken into account while designing VR applications.",Virtual Reality;Social Acceptability;User Experience;Social Environments;Interactivity;360Â° Videos,Title_Abstract_Keywords,Abstract,
IEEE,conferencePaper,2019,Investigating the Third Dimension for Authentication in Immersive Virtual Reality and in the Real World,VR - International Symposium Virtual Reality,A*,"Immersive Virtual Reality (IVR) is a growing 3D environment, where social and commercial applications will require user authentication. Similarly, smart homes in the real world (RW), offer an opportunity to authenticate in the third dimension. For both environments, there is a gap in understanding which elements of the third dimension can be leveraged to improve usability and security of authentication. In particular, investigating transferability of findings between these environments would help towards understanding how rapid prototyping of authentication concepts can be achieved in this context. We identify key elements from prior research that are promising for authentication in the third dimension. Based on these, we propose a concept in which users' authenticate by selecting a series of 3D objects in a room using a pointer. We created a virtual 3D replica of a real world room, which we leverage to evaluate and compare the factors that impact the usability and security of authentication in IVR and RW. In particular, we investigate the influence of randomized user and object positions, in a series of user studies (N=48). We also evaluate shoulder surfing by real world bystanders for IVR (N=75). Our results show that 3D passwords within our concept are resistant against shoulder surfing attacks. Interactions are faster in RW compared to IVR, yet workload is comparable.",Human-centered computingâ€”User studies;Human-centered computingâ€”Virtual reality,Title_Abstract_Keywords,Abstract,
IEEE,conferencePaper,2019,Tracking-Tolerant Visual Cryptography,VR - International Symposium Virtual Reality,A*,"We introduce a novel secure display system, which uses visual cryptography [4] with tolerance for tracking. Our system brings cryptographic privacy from text to virtual worlds [3]. Much like traditional encryption that uses a public key and a private key, our system uses two images that are both necessary for visual decryption of the data. The public image could be widely shared on a printed page, on a traditional display (desktop, tablet, or smartphone), or in a multi-participant virtual world, while the other private image can be exclusively on a user's personal AR or VR display. Only the recipient is able to visually decrypt the data by fusing both images. In contrast to prior art, our system is able to provide tracking tolerance, making it more practically usable in modern VR and AR systems. We model the probability of misalignment caused by head or body jitter as a Gaussian distribution. Our algorithm diffuses the second image using the normalized probabilities, thus enabling the visual cryptography to be tolerant of alignment errors due to tracking.","visual cryptography;augmented reality (AR);tracking;H.5.1 [Information Interfaces and Presentation (e.g., HCI)]: Multimedia Information Systemsâ€”Artificial, augmented, and virtual realities;I.3.3 [Computer Graphics]: Picture/Image Generationâ€”Display algorithms",Keywords,Abstract,
IEEE,conferencePaper,2019,"Person Independent, Privacy Preserving, and Real Time Assessment of Cognitive Load using Eye Tracking in a Virtual Reality Setup",VR - International Symposium Virtual Reality,A*,"Eye tracking is handled as key enabling technology to VR and AR for multiple reasons, since it not only can help to massively reduce computational costs through gaze-based optimization of graphics and rendering, but also offers a unique opportunity to design gaze-based personalized interfaces and applications. Additionally, the analysis of eye tracking data allows to assess the cognitive load, intentions and actions of the user. In this work, we propose a person-independent, privacy-preserving and gaze-based cognitive load recognition scheme for drivers under critical situations based on previously collected driving data from a driving experiment in VR including a safety critical situation. Based on carefully annotated ground-truth information, we used pupillary information and performance measures (inputs on accelerator, brake, and steering wheel) to train multiple classifiers with the aim of assessing the cognitive load of the driver. Our results show that incorporating eye tracking data into the VR setup allows to predict the cognitive load of the user at a high accuracy above 80%. Beyond the specific setup, the proposed framework can be used in any adaptive and intelligent VR/AR application.","Eye tracking;cognitive load recognition;virtual reality;driving simulation;Computing methodologiesâ€”Computer graphicsâ€”Graphics systems and interfacesâ€”Virtual reality, Perception;Computing methodologiesâ€”Machine learningâ€”Machine learning approachesâ€”Classification and regression trees, Kernel methods;Human-centered computingâ€”Human computer interaction (HCI)â€”Empirical studies in HCI",Title_Keywords,Title_Abstract,
IEEE,conferencePaper,2019,Validating Virtual Reality as an Effective Training Medium in the Security Domain,VR - International Symposium Virtual Reality,A*,"Virtual Reality (VR) training simulations are an idea which is being explored in numerous industries and professions. However, evidence purporting to the effectiveness of VR technology in relation to standard real-world exercises is still relatively thin. In this paper, we discuss our approach for validating the effectiveness of a VR training for law enforcement professionals in the context of the AUGGMED project, and present results of the validation study. Our study indicates that realistic VR-based trainings, either by themselves or in combination with the traditional hands-on training, can be as effective as highly resource-intensive practical training sessions.",Virtual Reality;Training;Evaluation;Police,Title_Abstract_Keywords,Title,
IEEE,conferencePaper,2018,Human Identification Using Neural Network-Based Classification of Periodic Behaviors in Virtual Reality,VR - International Symposium Virtual Reality,A*,"There are a lot of techniques that help computer systems or devices identify their users in order to not only protect privacy, personal information, and sensitive data but also provide appropriate treatments, advertisements, or benefits. With passcode, password, fingerprint, or iris, people need to explicitly do some required activities such as typing their codes, showing their eyes, and putting their fingers on the scanners. Those solutions should be used in high-secure scenarios such as executing banking transactions and unlocking personal phones. In other systems such as gaming machines and collaborative frameworks, which aim to prioritize user experience and convenience, it would be better if user profile can be collected and built implicitly. Among those systems, virtual reality (VR) is a new trend, a new platform supporting not only fully immersive experience for gamers but also a collaborative environment for students, researchers, and other people. Currently, VR systems can track user physical activities via trackable devices such as HMD and VR controllers. Therefore, we aim to use virtual reality as our identification equipment. In virtual reality, we can easily simulate an invariant condition at any time so that people have larger probability to replicate their behaviors without any external affections. Therefore, we want to investigate if we could classify VR users based on their periodic interaction with virtual objects. We collect the position and direction of user's head or hands when doing a task and build a classification model based on those data using convolutional neural network approach. We have done an experiment to explore the capability of our proposed technique. The result was motivated with the highest accuracy of 90.92%. Identification in VR hence is potentially applicable. In the future, we plan to do a large-scale experiment with a larger group of participants to examine the strength of our method.",Human identification;virtual reality;neural network;classification;periodic task;Human-centered computing~Virtual reality;Computing methodologies~Neural networks,Title_Abstract_Keywords,Abstract,
IEEE,conferencePaper,2018,Cliffhanger-VR,VR - International Symposium Virtual Reality,A*,"The performance and security in outdoor climbing sports can depend on anxieties. These appear in frightening situations where, e.g. a deep fall is risked. Deep falls can lead to serious injuries or even to fatal accidents. Such situations can be trained in order to be mentally resistant to them and thereby to make climbing safer. However, drawbacks have to be taken into account. The trainee has to bring himself in a possible hazardous situation and nature is not directly reachable for every person. Thus, we present a system, where a user can climb at low heights in reality and simultaneously on a high cliff in VR. In this contribution, we describe the system architecture and future possibilities to safely train stressful outdoor climbing situations indoors.",Virtual Reality-Climbing-Mental Training-Body-Tracking-Finger-Tracking;,Keywords,Abstract,
IEEE,conferencePaper,2017,Using augmented reality to improve dismounted operators' situation awareness,VR - International Symposium Virtual Reality,A*,"Whether it in the military, law enforcement or private security, dismounted operators tend to deal with a large amount of volatile information that may or may not be relevant according to a variety of factors. In this paper we draft some ideas on the building blocks of an augmented reality system aimed to improve the situational awareness of dismounted operators by filtering, organizing, and displaying this information in a way that reduces the strain over the operator.",Situation Awareness;Augmented Reality,Title_Abstract_Keywords,Abstract,
IEEE,conferencePaper,2015,Mobile user interfaces for efficient verification of holograms,VR - International Symposium Virtual Reality,A*,"Paper documents such as passports, visas and banknotes are frequently checked by inspection of security elements. In particular, view-dependent elements such as holograms are interesting, but the expertise of individuals performing the task varies greatly. Augmented Reality systems can provide all relevant information on standard mobile devices. Hologram verification still takes long and causes considerable load for the user. We aim to address this drawback by first presenting a work flow for recording and automatic matching of hologram patches. Several user interfaces for hologram verification are presented, aiming to noticeably reduce verification time. We evaluate the most promising interfaces in a user study with prototype applications running on off-the-shelf hardware. Our results indicate that there is a significant difference in capture time between interfaces but that users do not prefer the fastest interface.",Document inspection;holograms;augmented reality;user interfaces;mobile devices,Abstract_Keywords,Abstract,
IEEE,conferencePaper,2022,NailRing: An Intelligent Ring for Recognizing Micro-gestures in Mixed Reality,ISMAR - International Symposium on Mixed and Augmented Reality,A*,"Gesture interaction is currently a main interaction technology in the field of mixed reality. However, long-term and large-scale gesture in mid-air will lead to muscle fatigue and privacy problems, which cannot meet the comfort requirements of continuous interaction and inevitably hinder the development of mixed reality systems. To solve this problem, we propose NailRing, an intelligent ring to recognize fingertip micro-gestures using a micro-close-focus camera on a fingertip bracket. Such fingertip physiological characteristics as the changes in fingertip color distribution and muscle shape changes caused by fingertip pressure have been studied. According to the recognition principle, ten types of micro-gestures have been designed and used for contact interaction and one-hand interaction respectively. The accuracy of gesture recognition (cross-session $ F_{Macro}=98.3\%$; cross-person $ F_{Macro}=86.4\%$) in user studies verifies the performances of NailRing under different interaction conditions. Finally, the capability of NailRing in a series of potential application scenarios has also been discussed and analyzed.",Human-centered computing;Human computer interaction (HCI);Interaction paradigms-Mixed / augmented reality;Interaction techniques;Gestural input,Title_Abstract_Keywords,Abstract,
IEEE,conferencePaper,2022,Enabling Customizable Workflows for Industrial AR Applications,ISMAR - International Symposium on Mixed and Augmented Reality,A*,"Augmented Reality (AR) is increasingly considered for use in real industrial applications [8]. In our industrial research lab at Siemens Technology, we are continuously discussing suitable AR scenarios in business sectors involving power plants, wind turbine plants, and oil and gas factories. We have developed a company-internal AR system architecture, Hololayer, which provides AR facilities in a reusable manner to development engineers such that they can build their own AR applications for their specialized use cases. The integration of AR technology into industrial processes encounters many complex issues: we need to adhere to many safety, security and quality guarantees while also adapting quickly to the rapidly changing state of the art of AR devices (HMDs, tablets). To increase flexibility, it might be good to integrate Hololayer with one of the open frameworks that have recently been proposed [11], [29], [38]. Yet, care must be taken when converting an already existing, large company-owned framework like Hololayer to such platforms. Some of the proposed standardized APIs and communication protocols may be difficult to abide by, without requiring significant rewriting efforts or even violating company-internal regulations. In this paper, we report on our efforts to combine Hololayer with one such platform, Ubi-Interact [38]. This is a collaboration between Siemens technology and the FAR group at TU Munich. After exemplary descriptions of typical application scenarios, we present the underlying principles of Hololayer to support this range of applications. We then describe rudimentary concepts of Ubi-Interact, followed by an elaboration on the efforts to combine both systems for a selected application scenario and a discussion of the results achieved thus far.",Human-centered computingUbiquitous and mobile computing;Human-centered computingHuman computer interaction (HCI)Interaction ParadigmsMixed / Augmented Reality,Abstract_Keywords,Abstract,
IEEE,conferencePaper,2014,[Poster] Using augmented reality to support information exchange of teams in the security domain,ISMAR - International Symposium on Mixed and Augmented Reality,A*,"For operational units in the security domain that work together in teams it is important to quickly and adequately exchange context-related information. This extended abstract investigates the potential of augmented reality (AR) techniques to facilitate information exchange and situational awareness of teams from the security domain. First, different scenarios from the security domain that have been elicited using an end-user oriented design approach are described. Second, a usability study is briefly presented based on an experiment with experts from operational security units. The results of the study show that the scenarios are well-defined and the AR environment can successfully support information exchange in teams operating in the security domain.",Augmented reality;information exchange;usability,Title_Abstract_Keywords,Title_Abstract,
ACM DL,conferencePaper,2023,Going Incognito in the Metaverse: Achieving Theoretically Optimal Privacy-Usability Tradeoffs in VR,UIST - Symposium on User Interface Software and Technology,A*,"Virtual reality (VR) telepresence applications and the so-called “metaverse” promise to be the next major medium of human-computer interaction. However, with recent studies demonstrating the ease at which VR users can be profiled and deanonymized, metaverse platforms carry many of the privacy risks of the conventional internet (and more) while at present offering few of the defensive utilities that users are accustomed to having access to. To remedy this, we present the first known method of implementing an “incognito mode” for VR. Our technique leverages local ε-differential privacy to quantifiably obscure sensitive user data attributes, with a focus on intelligently adding noise when and where it is needed most to maximize privacy while minimizing usability impact. Our system is capable of flexibly adapting to the unique needs of each VR application to further optimize this trade-off. We implement our solution as a universal Unity (C#) plugin that we then evaluate using several popular VR applications. Upon faithfully replicating the most well-known VR privacy attack studies, we show a significant degradation of attacker capabilities when using our solution.",data harvesting; differential privacy; identification; incognito mode; private browsing; profiling; usable security; virtual reality,Title_Abstract_Keywords,Title_Abstract_Keywords,
ACM DL,conferencePaper,2023,SmartPoser: Arm Pose Estimation with a Smartphone and Smartwatch Using UWB and IMU Data,UIST - Symposium on User Interface Software and Technology,A*,"The ability to track a user’s arm pose could be valuable in a wide range of applications, including fitness, rehabilitation, augmented reality input, life logging, and context-aware assistants. Unfortunately, this capability is not readily available to consumers. Systems either require cameras, which carry privacy issues, or utilize multiple worn IMUs or markers. In this work, we describe how an off-the-shelf smartphone and smartwatch can work together to accurately estimate arm pose. Moving beyond prior work, we take advantage of more recent ultra-wideband (UWB) functionality on these devices to capture absolute distance between the two devices. This measurement is the perfect complement to inertial data, which is relative and suffers from drift. We quantify the performance of our software-only approach using off-the-shelf devices, showing it can estimate the wrist and elbow joints with a median positional error of 11.0&nbsp;cm, without the user having to provide training data.",body pose; hand gestures; interaction techniques.; mobile devices; sensing; Smartwatch,Abstract,Abstract,
